step	spearmanr
0	0.14612291737823363
1	0.28112751406450925
2	0.338525365808605
3	0.3547365874246542
4	0.3801560253245585
5	0.40540402376715345
6	0.4254319316302137
7	0.41535943618533355
8	0.43548826860535755
9	0.4294706246349199
10	0.4521255375087589
11	0.47338131312742393
12	0.46330923710553773
