step	loss
0	0.2738528414891007
1	0.12733226897341482
2	0.1036188489851657
3	0.09547551784120249
4	0.08802346654989746
5	0.08149987542897127
6	0.07742327527048883
7	0.07321666796388251
8	0.07467399696620662
9	0.06736487560392765
10	0.06658873736356082
11	0.06418103812618202
12	0.0623211365486129
13	0.061269958451222836
14	0.061631589018729296
15	0.059345805410588724
16	0.06063561765163132
17	0.05717248423548227
18	0.056981945808014176
19	0.05544792904696438
20	0.055488065722283354
21	0.05390995560904567
22	0.05352090150536446
23	0.05176123051663463
24	0.051850052110934526
25	0.05076219254497732
26	0.04969739815576023
27	0.048550741370306925
28	0.049010295881314225
29	0.048776424332950895
30	0.046967436444391025
31	0.04746025865583607
32	0.046134185966815844
33	0.04653695045729701
34	0.045875755421231304
35	0.04531278256117628
36	0.04433894134388211
37	0.04428630657075496
38	0.044767383779032846
39	0.04360984223947097
40	0.04413989845537738
41	0.04302021668533261
42	0.043624235610111375
43	0.0410913923190216
44	0.04209921038134044
45	0.041329264494307925
46	0.040778683603144766
47	0.0404719002126308
48	0.04114994846200675
49	0.0403153681395094
50	0.03998162867396735
51	0.03968559785254216
52	0.04028795159348611
53	0.03938641570759623
54	0.03868381308621905
55	0.03887521465089214
56	0.03902910216554497
57	0.038548237340671296
58	0.03878018188844906
59	0.03778132237493992
60	0.03781421972292193
61	0.038136325860291385
62	0.037556592019253904
63	0.03784882036571422
64	0.037555497914050405
65	0.035920385731739946
66	0.03670411431387569
67	0.03599854489641913
68	0.03676518167923676
69	0.03585653528152557
70	0.036841461455888964
71	0.03679840120204379
72	0.0363661739765928
73	0.0367066062505493
74	0.03610578706760085
75	0.036017462883270186
