step	spearmanr
0	0.01942145197023727
1	-0.012794376994854074
2	-0.06005070884025708
3	-0.04013303897683864
4	0.01527790661854681
5	0.010844848352655792
6	0.05327226536731878
7	0.08629492069743343
8	0.05109493618849831
9	0.19699976302920047
10	0.14736829179470345
11	0.20058285923757718
12	0.20596309229862192
13	0.20202152903987292
14	0.3205217309235769
15	0.36596518296284797
16	0.3717329288234058
17	0.46108875196281945
