step	corr
0	0.02623675809089037
1	0.12053255631790816
2	0.16493924284172568
3	0.21702894805858758
4	0.2848499840718929
5	0.4633875437521513
6	0.6277065193894011
7	0.7568792551676427
8	0.8497583902140409
9	0.8845716367180521
10	0.9024401462687177
11	0.9168997424079977
12	0.9260296582145793
13	0.9366806880566766
