step	loss
0	0.14341688554056667
1	0.06691668982990856
2	0.06270446491379046
3	0.06066307375259906
4	0.05811848505675879
5	0.047590591290213854
6	0.036111286336484034
7	0.025070792227665162
8	0.016846457868556854
9	0.012844606317492154
10	0.01098812631856212
11	0.009674031708597325
12	0.008700405294628295
13	0.007517766393198223
