step	spearmanr
0	0.030150686369015623
1	0.11552831320496913
2	0.16183284569169112
3	0.20930597660919478
4	0.2779946279967674
5	0.4400200144337764
6	0.6073584390168394
7	0.7402184307416269
8	0.8448280764142572
9	0.8781812091698993
10	0.8968752933766687
11	0.914833787527482
12	0.9244551179733481
13	0.9353720219797472
