step	best_spearmanr
0	0.2824907202558051
1	0.3991725872460015
2	0.44941908186108387
4	0.4683340100881585
5	0.4689592495158126
6	0.4742926517550918
10	0.47731243842556464
16	0.4872157814303396
20	0.49187100150690727
