tr_id,half_life,r_squared,Actual_D,D
FBtr0113069,2.291064226,0.914663634,0.302543758,7.80E-02
FBtr0330651,2.294366383,0.689901605,0.302108323,7.77E-02
FBtr0087684,2.294878297,0.65786553,0.302040932,7.77E-02
FBtr0077159,2.297113589,0.323090518,0.30174702,7.75E-02
FBtr0085390,2.29869549,0.8704479,0.301539366,7.73E-02
FBtr0077910,2.298852791,0.637729718,0.301518733,7.73E-02
FBtr0075785,2.29980663,0.842510426,0.301393679,7.73E-02
FBtr0087344,2.301549137,0.807527953,0.301165493,7.71E-02
FBtr0081233,2.301665864,0.89501537,0.30115022,7.71E-02
FBtr0079900,2.302342506,0.772515275,0.301061714,7.70E-02
FBtr0332982,2.303268155,0.636454001,0.300940722,7.70E-02
FBtr0344290,2.303871145,0.797337913,0.300861957,7.69E-02
FBtr0113374,2.306987608,0.732488778,0.300455528,7.66E-02
FBtr0333392,2.308308974,0.437955298,0.300283536,7.65E-02
FBtr0339552,2.309951165,0.483214235,0.300070058,7.64E-02
FBtr0078319,2.310119788,0.774567459,0.300048155,7.64E-02
FBtr0075782,2.311551823,0.956497302,0.299862272,7.63E-02
FBtr0344326,2.312591368,0.729647784,0.299727479,7.62E-02
FBtr0087148,2.315742965,0.465251222,0.299319567,7.59E-02
FBtr0340093,2.31884374,0.546074886,0.298919314,7.56E-02
FBtr0080148,2.319681973,0.83781859,0.298811298,7.56E-02
FBtr0308085,2.320640332,0.394260841,0.298687897,7.55E-02
FBtr0084384,2.321881697,0.908017758,0.298528207,7.54E-02
FBtr0078231,2.326120395,0.373210946,0.297984224,7.50E-02
FBtr0078267,2.326903286,0.859934616,0.297883966,7.50E-02
FBtr0085705,2.326974438,0.410622778,0.297874858,7.50E-02
FBtr0088683,2.328386501,0.842409395,0.29769421,7.48E-02
FBtr0339461,2.329470218,0.711771475,0.297555717,7.48E-02
FBtr0340004,2.332193624,0.444567671,0.297208248,7.45E-02
FBtr0086464,2.334605606,0.825339989,0.296901189,7.43E-02
FBtr0305198,2.338007944,0.391352594,0.29646913,7.40E-02
FBtr0079052,2.340367848,0.81427803,0.296170186,7.39E-02
FBtr0072865,2.341104176,0.75348947,0.296077034,7.38E-02
FBtr0083733,2.341954753,0.954175103,0.295969501,7.37E-02
FBtr0300719,2.342109117,0.441054406,0.295949995,7.37E-02
FBtr0306655,2.342470863,0.538116596,0.295904291,7.37E-02
FBtr0343624,2.344240009,0.520348455,0.295680979,7.35E-02
FBtr0075776,2.344661758,0.807713116,0.295627793,7.35E-02
FBtr0335518,2.346302712,0.854052641,0.295421037,7.34E-02
FBtr0336918,2.348505447,0.89852187,0.295143953,7.32E-02
FBtr0339708,2.348708619,0.80646436,0.295118422,7.32E-02
FBtr0071541,2.351299428,0.883562508,0.294793242,7.30E-02
FBtr0077519,2.35468425,0.787261603,0.294369481,7.27E-02
FBtr0077677,2.357201407,0.892081112,0.294055136,7.25E-02
FBtr0073287,2.361338751,0.751355823,0.293539917,7.22E-02
FBtr0344265,2.362229641,0.838978586,0.293429211,7.21E-02
FBtr0112520,2.363440926,0.926141457,0.293278826,7.20E-02
FBtr0110909,2.367338208,0.523060847,0.29279601,7.17E-02
FBtr0088719,2.369952083,0.586132434,0.292473078,7.15E-02
FBtr0084452,2.371597247,0.808659256,0.292270191,7.14E-02
FBtr0073763,2.375057869,0.919957221,0.291844333,7.11E-02
FBtr0079886,2.375676097,0.656213817,0.291768386,7.10E-02
FBtr0073662,2.375770098,0.640534208,0.291756842,7.10E-02
FBtr0089480,2.376471659,0.684362312,0.291670712,7.10E-02
FBtr0085828,2.377142355,0.899028655,0.291588419,7.09E-02
FBtr0081507,2.377263605,0.431232245,0.291573547,7.09E-02
FBtr0082360,2.377500987,0.944571746,0.291544434,7.09E-02
FBtr0334339,2.378138293,0.854563947,0.291466305,7.08E-02
FBtr0088997,2.378276193,0.881519049,0.291449405,7.08E-02
FBtr0071169,2.378681471,0.861414601,0.291399748,7.08E-02
FBtr0332873,2.378951962,0.645604692,0.291366615,7.08E-02
FBtr0303031,2.382502363,0.703446699,0.290932421,7.05E-02
FBtr0332597,2.387635269,0.774250268,0.290306978,7.01E-02
FBtr0301478,2.389400481,0.756886578,0.290092509,7.00E-02
FBtr0082730,2.389655249,0.886277292,0.290061581,6.99E-02
FBtr0339116,2.389855478,0.632401506,0.290037279,6.99E-02
FBtr0070848,2.390335804,0.711168331,0.289978998,6.99E-02
FBtr0089979,2.392232913,0.8577968,0.289749036,6.97E-02
FBtr0075275,2.395657787,0.743741798,0.289334806,6.95E-02
FBtr0473587,2.396036021,0.134221282,0.289289132,6.95E-02
FBtr0344554,2.398661045,0.902893366,0.288972542,6.93E-02
FBtr0310386,2.399860736,0.746828735,0.288828085,6.92E-02
FBtr0078391,2.399970055,0.838182113,0.288814929,6.92E-02
FBtr0085264,2.400262355,0.632166287,0.288779757,6.91E-02
FBtr0073696,2.404865697,0.83360218,0.288226981,6.88E-02
FBtr0332057,2.407621241,0.520581253,0.287897103,6.86E-02
FBtr0332705,2.408851028,0.585885041,0.287750123,6.85E-02
FBtr0078631,2.410405177,0.850255964,0.287564592,6.84E-02
FBtr0071503,2.413418637,0.898299166,0.287205531,6.81E-02
FBtr0340440,2.415244354,0.597193349,0.286988428,6.80E-02
FBtr0082240,2.420009065,0.851101063,0.286423382,6.77E-02
FBtr0301931,2.421987139,0.864688144,0.286189456,6.75E-02
FBtr0077629,2.423230479,0.667828,0.286042614,6.74E-02
FBtr0079640,2.424114171,0.836375063,0.285938339,6.73E-02
FBtr0079887,2.424392622,0.829071212,0.285905498,6.73E-02
FBtr0074031,2.424855831,0.906678917,0.285850883,6.73E-02
FBtr0310425,2.425671262,0.611367645,0.285754789,6.72E-02
FBtr0070478,2.425958011,0.564942506,0.285721013,6.72E-02
FBtr0335133,2.427105763,0.811619298,0.285585899,6.71E-02
FBtr0084213,2.427193652,0.92463981,0.285575558,6.71E-02
FBtr0075056,2.431567696,0.916229887,0.285061848,6.68E-02
FBtr0082626,2.436484251,0.910552051,0.284486625,6.64E-02
FBtr0074115,2.437689034,0.460889906,0.284346022,6.64E-02
FBtr0078821,2.438403253,0.879553592,0.284262736,6.63E-02
FBtr0070740,2.439252622,0.944879131,0.284163753,6.62E-02
FBtr0081997,2.44154877,0.544825638,0.283896512,6.61E-02
FBtr0342740,2.442208265,0.700512085,0.283819849,6.60E-02
FBtr0073429,2.443143295,0.901782753,0.283711226,6.60E-02
FBtr0079026,2.444214816,0.862890305,0.28358685,6.59E-02
FBtr0336769,2.447906548,0.917668267,0.283159168,6.56E-02
FBtr0075390,2.448297825,0.87474869,0.283113914,6.56E-02
FBtr0088499,2.451550184,0.710194303,0.28273832,6.54E-02
FBtr0339517,2.451550184,0.710194303,0.28273832,6.54E-02
FBtr0075982,2.453314482,0.856848479,0.282534989,6.52E-02
FBtr0331682,2.456385402,0.638181755,0.28218177,6.50E-02
FBtr0113149,2.457928085,0.637173108,0.282004663,6.49E-02
FBtr0079658,2.458377192,0.506624105,0.281953145,6.49E-02
FBtr0081418,2.459256338,0.726866104,0.281852351,6.48E-02
FBtr0335046,2.45931672,0.686564824,0.281845431,6.48E-02
FBtr0087359,2.46129941,0.733103236,0.281618391,6.47E-02
FBtr0302330,2.462636525,0.936043406,0.281465484,6.46E-02
FBtr0084294,2.463851029,0.674939081,0.281326741,6.45E-02
FBtr0300775,2.465445779,0.792483685,0.281144768,6.44E-02
FBtr0079879,2.470863059,0.537544402,0.280528368,6.40E-02
FBtr0335406,2.471222974,0.82450399,0.280487511,6.40E-02
FBtr0075154,2.474822393,0.795298367,0.280079566,6.37E-02
FBtr0332869,2.475363758,0.886597454,0.280018312,6.37E-02
FBtr0345218,2.475504081,0.752037957,0.280002439,6.37E-02
FBtr0078390,2.475696927,0.82639259,0.279980628,6.36E-02
FBtr0333025,2.476469773,0.70426943,0.279893253,6.36E-02
FBtr0473379,2.476742066,0.48781669,0.279862481,6.36E-02
FBtr0071537,2.476870162,0.882083343,0.279848008,6.36E-02
FBtr0347160,2.478736698,0.49373363,0.279637277,6.34E-02
FBtr0331287,2.482069135,0.64038554,0.279261835,6.32E-02
FBtr0089329,2.482413651,0.869271489,0.279223078,6.32E-02
FBtr0330253,2.482656699,0.750910978,0.279195743,6.32E-02
FBtr0075633,2.483095387,0.590563809,0.279146417,6.31E-02
FBtr0078423,2.489074213,0.728298208,0.2784759,6.27E-02
FBtr0339953,2.490362102,0.695356892,0.278331886,6.26E-02
FBtr0076613,2.492024936,0.939288433,0.278146166,6.25E-02
FBtr0074294,2.49254884,0.949691905,0.278087703,6.25E-02
FBtr0303768,2.493739641,0.489676215,0.277954911,6.24E-02
FBtr0083803,2.493948684,0.774470963,0.277931613,6.24E-02
FBtr0113361,2.494910671,0.796542118,0.277824448,6.23E-02
FBtr0330054,2.495625864,0.439972659,0.27774483,6.23E-02
FBtr0085830,2.498302945,0.880873235,0.277447209,6.21E-02
FBtr0080361,2.499021745,0.667926832,0.277367407,6.21E-02
FBtr0100540,2.499102907,0.479928582,0.277358399,6.20E-02
FBtr0071168,2.500655008,0.884310672,0.277186249,6.19E-02
FBtr0306255,2.503358938,0.626570511,0.276886854,6.18E-02
FBtr0273423,2.503932521,0.609906802,0.276823427,6.17E-02
FBtr0332813,2.504576377,0.184163457,0.276752263,6.17E-02
FBtr0084114,2.5067654,0.505731298,0.27651059,6.15E-02
FBtr0079185,2.506831064,0.382025813,0.276503347,6.15E-02
FBtr0079800,2.507337633,0.52775727,0.276447484,6.15E-02
FBtr0079911,2.508311157,0.825732698,0.27634019,6.14E-02
FBtr0082978,2.509540888,0.844873294,0.276204777,6.13E-02
FBtr0111166,2.510423723,0.84799882,0.276107644,6.13E-02
FBtr0304803,2.512398179,0.864665301,0.275890656,6.12E-02
FBtr0330025,2.512864412,0.69876498,0.275839467,6.11E-02
FBtr0077161,2.514698025,0.226696835,0.275638337,6.10E-02
FBtr0089745,2.515997775,0.744122206,0.275495943,6.09E-02
FBtr0336633,2.516914622,0.969980066,0.275395587,6.09E-02
FBtr0081206,2.517164219,0.952112746,0.27536828,6.08E-02
FBtr0075152,2.517605552,0.832825945,0.275320008,6.08E-02
FBtr0070582,2.518407641,0.693909877,0.275232321,6.08E-02
FBtr0075756,2.518488246,0.736446061,0.275223512,6.08E-02
FBtr0339514,2.520419345,0.873837894,0.275012641,6.06E-02
FBtr0077121,2.521792079,0.724000498,0.274862938,6.05E-02
FBtr0331547,2.521911185,0.90604602,0.274849957,6.05E-02
FBtr0075344,2.522410821,0.489808347,0.274795515,6.05E-02
FBtr0301229,2.522885526,0.397853284,0.27474381,6.05E-02
FBtr0084534,2.522997736,0.671584102,0.27473159,6.05E-02
FBtr0070624,2.524975613,0.428106083,0.274516386,6.03E-02
FBtr0076836,2.524992949,0.653204766,0.274514501,6.03E-02
FBtr0080534,2.526052572,0.892396384,0.274399349,6.03E-02
FBtr0080830,2.526969383,0.896576028,0.274299794,6.02E-02
FBtr0303152,2.528211008,0.940042501,0.274165083,6.01E-02
FBtr0088469,2.528871226,0.96372537,0.274093506,6.01E-02
FBtr0081104,2.530055298,0.313110069,0.27396523,6.00E-02
FBtr0302643,2.53019887,0.654566898,0.273949684,6.00E-02
FBtr0340429,2.531060585,0.86860113,0.273856416,5.99E-02
FBtr0334663,2.532388561,0.786261244,0.273712807,5.98E-02
FBtr0339837,2.533414457,0.892527713,0.273601968,5.98E-02
FBtr0330257,2.534122801,0.659304316,0.27352549,5.97E-02
FBtr0299615,2.536573752,0.917091552,0.273261197,5.96E-02
FBtr0077751,2.537076007,0.8785225,0.273207101,5.95E-02
FBtr0078114,2.538155406,0.480101707,0.273090914,5.95E-02
FBtr0072262,2.538827351,0.923866392,0.273018636,5.94E-02
FBtr0301698,2.540254853,0.927464611,0.272865213,5.93E-02
FBtr0114550,2.542532614,0.800475025,0.272620763,5.92E-02
FBtr0084510,2.543068436,0.509684529,0.272563322,5.91E-02
FBtr0071313,2.543713277,0.542967229,0.272494226,5.91E-02
FBtr0343021,2.544841397,0.521289767,0.27237343,5.90E-02
FBtr0077243,2.544842324,0.296565555,0.272373331,5.90E-02
FBtr0088155,2.544877756,0.95586973,0.272369539,5.90E-02
FBtr0082661,2.545853609,0.428649883,0.272265137,5.90E-02
FBtr0333003,2.5464732,0.849286973,0.272198891,5.89E-02
FBtr0091446,2.547126045,0.885716057,0.272129125,5.89E-02
FBtr0070953,2.547485567,0.894362305,0.272090719,5.89E-02
FBtr0077243,2.548355515,0.148347678,0.271997834,5.88E-02
FBtr0077243,2.548355515,0.148347678,0.271997834,5.88E-02
FBtr0070146,2.551443609,0.843545674,0.271668626,5.86E-02
FBtr0342889,2.55170535,0.557964866,0.27164076,5.86E-02
FBtr0075876,2.551821253,0.855919699,0.271628422,5.86E-02
FBtr0309202,2.552327413,0.903732741,0.271574555,5.86E-02
FBtr0070296,2.554290828,0.635759679,0.271365803,5.84E-02
FBtr0077247,2.554560229,0.898725641,0.271337185,5.84E-02
FBtr0087682,2.555840733,0.724698367,0.271201242,5.83E-02
FBtr0078238,2.559318201,0.796117057,0.270832748,5.81E-02
FBtr0070963,2.561638417,0.820999137,0.27058744,5.80E-02
FBtr0075604,2.561761651,0.72412935,0.270574423,5.80E-02
FBtr0073704,2.562156828,0.91388113,0.270532691,5.79E-02
FBtr0308830,2.56238341,0.412397991,0.270508768,5.79E-02
FBtr0335407,2.56277071,0.295007856,0.270467888,5.79E-02
FBtr0081981,2.563100528,0.917821534,0.270433084,5.79E-02
FBtr0333907,2.563342507,0.615614431,0.270407555,5.79E-02
FBtr0330179,2.564871744,0.815405239,0.270246332,5.78E-02
FBtr0073293,2.564871744,0.815405239,0.270246332,5.78E-02
FBtr0088844,2.565479572,0.555158683,0.270182304,5.77E-02
FBtr0083817,2.566058719,0.761174491,0.270121325,5.77E-02
FBtr0300127,2.568712712,0.68445442,0.269842235,5.75E-02
FBtr0077676,2.57131636,0.927888538,0.269569,5.74E-02
FBtr0073773,2.573427812,0.827631536,0.269347824,5.72E-02
FBtr0300567,2.575454635,0.942962429,0.269135853,5.71E-02
FBtr0077243,2.576272484,0.500473631,0.269050415,5.71E-02
FBtr0073482,2.57727993,0.896577708,0.268945244,5.70E-02
FBtr0077243,2.578034948,0.37904815,0.26886648,5.69E-02
FBtr0080994,2.579615024,0.832653752,0.268701792,5.69E-02
FBtr0072219,2.580953348,0.874678319,0.26856246,5.68E-02
FBtr0088699,2.584288585,0.7182732,0.268215858,5.66E-02
FBtr0100532,2.584590616,0.848888866,0.268184515,5.65E-02
FBtr0072235,2.585478296,0.791119868,0.268092438,5.65E-02
FBtr0331689,2.588001113,0.944394988,0.267831098,5.63E-02
FBtr0076663,2.590092782,0.884112315,0.267614807,5.62E-02
FBtr0088781,2.592267539,0.883405141,0.267390294,5.61E-02
FBtr0071277,2.592612315,0.609529801,0.267354736,5.61E-02
FBtr0088822,2.59394363,0.726774645,0.267217519,5.60E-02
FBtr0070648,2.595201889,0.894898475,0.267087961,5.59E-02
FBtr0331716,2.596065122,0.595109925,0.26699915,5.59E-02
FBtr0077243,2.596205909,0.335753412,0.266984671,5.58E-02
FBtr0307520,2.596988362,0.921649678,0.266904231,5.58E-02
FBtr0074238,2.598027479,0.748375985,0.266797479,5.57E-02
FBtr0077961,2.598454302,0.752898841,0.266753654,5.57E-02
FBtr0077243,2.602409256,0.453151592,0.266348261,5.55E-02
FBtr0345794,2.602583796,0.667775565,0.266330399,5.55E-02
FBtr0343622,2.604747421,0.394998482,0.266109172,5.53E-02
FBtr0330633,2.605491698,0.367619713,0.266033156,5.53E-02
FBtr0330632,2.605491698,0.367619713,0.266033156,5.53E-02
FBtr0345392,2.606055562,0.969703921,0.265975596,5.53E-02
FBtr0344137,2.606527108,0.927257465,0.265927478,5.52E-02
FBtr0304117,2.606887569,0.386351251,0.265890708,5.52E-02
FBtr0332154,2.607054984,0.483532262,0.265873633,5.52E-02
FBtr0085437,2.611102692,0.605123083,0.265461478,5.50E-02
FBtr0078194,2.612197941,0.847510969,0.265350175,5.49E-02
FBtr0071070,2.612706461,0.909694339,0.265298529,5.49E-02
FBtr0072792,2.61284495,0.565631355,0.265284467,5.48E-02
FBtr0072317,2.612875584,0.635564319,0.265281357,5.48E-02
FBtr0113114,2.613826959,0.394195372,0.2651848,5.48E-02
FBtr0301613,2.615013786,0.775778676,0.265064446,5.47E-02
FBtr0070639,2.616050969,0.950385962,0.264959356,5.47E-02
FBtr0078530,2.618203236,0.686324582,0.264741549,5.45E-02
FBtr0070849,2.619293091,0.915373638,0.264631393,5.45E-02
FBtr0345254,2.621237322,0.760486846,0.26443511,5.44E-02
FBtr0076560,2.623582919,0.899579188,0.264198694,5.42E-02
FBtr0304037,2.625852002,0.739156792,0.263970391,5.41E-02
FBtr0076555,2.627110596,0.783526525,0.263843929,5.40E-02
FBtr0082865,2.629668249,0.871689116,0.26358731,5.39E-02
FBtr0303227,2.630310743,0.567753067,0.263522925,5.38E-02
FBtr0340341,2.634368123,0.84669514,0.263117054,5.36E-02
FBtr0082086,2.634546302,0.741204286,0.263099259,5.36E-02
FBtr0113360,2.637631625,0.85318414,0.262791504,5.34E-02
FBtr0290010,2.639581662,0.846339114,0.262597362,5.33E-02
FBtr0081954,2.640367007,0.965526406,0.262519255,5.32E-02
FBtr0081956,2.640367007,0.965526406,0.262519255,5.32E-02
FBtr0339432,2.640620364,0.81876962,0.262494068,5.32E-02
FBtr0336759,2.641946482,0.289779366,0.26236231,5.32E-02
FBtr0112691,2.642076853,0.525107608,0.262349363,5.31E-02
FBtr0335480,2.643669825,0.880814189,0.262191282,5.31E-02
FBtr0089982,2.644100593,0.704762525,0.262148567,5.30E-02
FBtr0330290,2.648763052,0.923047463,0.261687122,5.28E-02
FBtr0085694,2.648763052,0.923047463,0.261687122,5.28E-02
FBtr0333914,2.648777051,0.810132284,0.261685739,5.28E-02
FBtr0073688,2.648834516,0.939247882,0.261680062,5.28E-02
FBtr0307552,2.65188888,0.393624946,0.261378667,5.26E-02
FBtr0088572,2.653682073,0.797181718,0.261202044,5.25E-02
FBtr0071190,2.654373211,0.863568132,0.261134033,5.24E-02
FBtr0332941,2.655571637,0.39057016,0.261016186,5.24E-02
FBtr0339607,2.656495284,0.896393938,0.260925432,5.23E-02
FBtr0334092,2.65916095,0.620002224,0.260663869,5.22E-02
FBtr0083746,2.65968183,0.878018447,0.260612819,5.21E-02
FBtr0085855,2.659764464,0.707297052,0.260604723,5.21E-02
FBtr0085675,2.660024526,0.575712896,0.260579244,5.21E-02
FBtr0089714,2.660250439,0.354167581,0.260557115,5.21E-02
FBtr0344784,2.66119879,0.736161028,0.260464263,5.21E-02
FBtr0339969,2.66213117,0.910887507,0.260373038,5.20E-02
FBtr0100427,2.666256954,0.506406962,0.259970135,5.18E-02
FBtr0081944,2.668980065,0.886344485,0.259704892,5.16E-02
FBtr0305587,2.669310671,0.553081618,0.259672727,5.16E-02
FBtr0073177,2.669643949,0.55125044,0.259640309,5.16E-02
FBtr0112519,2.670143149,0.947275454,0.259591768,5.16E-02
FBtr0076364,2.670773818,0.934282235,0.259530469,5.15E-02
FBtr0329851,2.67144994,0.527029664,0.259464784,5.15E-02
FBtr0339699,2.672702508,0.864686988,0.259343185,5.14E-02
FBtr0114372,2.674230216,0.920727467,0.25919503,5.13E-02
FBtr0310439,2.678429248,0.311659077,0.258788684,5.11E-02
FBtr0070052,2.678834894,0.377614494,0.258749497,5.11E-02
FBtr0301388,2.679778967,0.545601679,0.25865834,5.10E-02
FBtr0332620,2.681148492,0.921051772,0.258526218,5.10E-02
FBtr0333052,2.681719385,0.496765737,0.258471182,5.09E-02
FBtr0302561,2.681751686,0.92463273,0.258468069,5.09E-02
FBtr0088179,2.683944925,0.765004984,0.258256857,5.08E-02
FBtr0075632,2.684832564,0.911002948,0.258171474,5.08E-02
FBtr0071221,2.685192782,0.632552278,0.25813684,5.07E-02
FBtr0333885,2.685232412,0.708528519,0.258133031,5.07E-02
FBtr0300210,2.685577121,1.59E-07,0.258099898,5.07E-02
FBtr0088176,2.686079651,0.865701607,0.258051611,5.07E-02
FBtr0081447,2.686217293,0.915898527,0.258038388,5.07E-02
FBtr0335475,2.68883071,0.618127018,0.257787587,5.05E-02
FBtr0333931,2.690106182,0.712767161,0.257665361,5.05E-02
FBtr0082624,2.690312015,0.673610672,0.257645647,5.05E-02
FBtr0077978,2.690915846,0.795415492,0.257587833,5.04E-02
FBtr0334773,2.691658887,0.744319652,0.257516725,5.04E-02
FBtr0113000,2.692327923,0.336412465,0.257452732,5.04E-02
FBtr0331756,2.693463647,0.538925611,0.257344175,5.03E-02
FBtr0334079,2.694652504,0.879448352,0.257230637,5.02E-02
FBtr0300276,2.695473359,0.939639177,0.257152302,5.02E-02
FBtr0339431,2.695929016,0.488058098,0.257108839,5.02E-02
FBtr0303033,2.699895082,0.714985969,0.256731154,4.99E-02
FBtr0087521,2.700925341,0.930677423,0.256633225,4.99E-02
FBtr0083266,2.702217785,0.724670378,0.25651048,4.98E-02
FBtr0070946,2.703442211,0.902740153,0.256394303,4.98E-02
FBtr0073968,2.704095196,0.777064466,0.256332389,4.97E-02
FBtr0080408,2.705595937,0.901860537,0.256190206,4.96E-02
FBtr0301632,2.706649851,0.823598546,0.256090451,4.96E-02
FBtr0082922,2.707680821,0.487711489,0.255992942,4.95E-02
FBtr0343268,2.707781109,0.801816183,0.255983461,4.95E-02
FBtr0075543,2.707992503,0.787930014,0.255963478,4.95E-02
FBtr0078991,2.709858193,0.640538895,0.255787252,4.94E-02
FBtr0308829,2.710472071,0.869618313,0.25572932,4.94E-02
FBtr0087213,2.710479712,0.162444985,0.255728599,4.94E-02
FBtr0080092,2.711825186,0.332432502,0.255601719,4.93E-02
FBtr0079297,2.715790459,0.806361046,0.25522852,4.91E-02
FBtr0072060,2.715927903,0.704086761,0.255215604,4.91E-02
FBtr0333349,2.717305195,0.419264083,0.255086246,4.90E-02
FBtr0339678,2.718056199,0.803426301,0.255015765,4.90E-02
FBtr0339676,2.718056199,0.803426301,0.255015765,4.90E-02
FBtr0302577,2.719180746,0.464637063,0.2549103,4.89E-02
FBtr0074814,2.720631347,0.604342364,0.254774386,4.88E-02
FBtr0474236,2.721021758,0.887386344,0.254737831,4.88E-02
FBtr0075326,2.721021758,0.887386344,0.254737831,4.88E-02
FBtr0075652,2.721998194,0.73042216,0.254646451,4.88E-02
FBtr0331189,2.724081839,0.686395062,0.254451673,4.87E-02
FBtr0071699,2.725407866,0.457742732,0.254327871,4.86E-02
FBtr0332148,2.727020652,0.563797634,0.254177459,4.85E-02
FBtr0088128,2.727267143,0.78175442,0.254154487,4.85E-02
FBtr0077243,2.728693469,0.571172416,0.254021636,4.84E-02
FBtr0070491,2.729005227,0.875850805,0.253992617,4.84E-02
FBtr0076146,2.72953415,0.740761262,0.253943399,4.84E-02
FBtr0070346,2.730443509,0.934065806,0.253858825,4.83E-02
FBtr0308239,2.73376694,0.287705418,0.25355021,4.82E-02
FBtr0077456,2.734359021,0.791230014,0.253495307,4.81E-02
FBtr0082660,2.736419353,0.937728657,0.253304443,4.80E-02
FBtr0085484,2.737407654,0.91357026,0.253212991,4.80E-02
FBtr0300005,2.740639184,0.841959686,0.252914424,4.78E-02
FBtr0070701,2.7421527,0.843636022,0.252774829,4.77E-02
FBtr0112489,2.743104348,0.659183423,0.252687136,4.77E-02
FBtr0073380,2.74430636,0.75062497,0.252576458,4.76E-02
FBtr0082870,2.744385082,0.724335299,0.252569213,4.76E-02
FBtr0087207,2.744676953,0.849507475,0.252542355,4.76E-02
FBtr0077173,2.744735316,0.550544413,0.252536985,4.76E-02
FBtr0078669,2.748111369,0.250572524,0.252226743,4.74E-02
FBtr0290116,2.752244874,0.498982834,0.251847932,4.72E-02
FBtr0336772,2.75398155,0.560545089,0.251689116,4.71E-02
FBtr0074893,2.754217883,0.679067772,0.251667519,4.71E-02
FBtr0330003,2.754473839,0.680890664,0.251644133,4.71E-02
FBtr0346959,2.754473839,0.680890664,0.251644133,4.71E-02
FBtr0345079,2.759459443,0.346786438,0.251189479,4.69E-02
FBtr0303911,2.75967222,0.703747843,0.251170112,4.69E-02
FBtr0071303,2.761206241,0.822282915,0.251030571,4.68E-02
FBtr0474151,2.761206241,0.822282915,0.251030571,4.68E-02
FBtr0076223,2.761786444,0.767243009,0.250977834,4.67E-02
FBtr0333948,2.762928308,0.598091995,0.25087411,4.67E-02
FBtr0077243,2.764051064,0.714031776,0.250772205,4.66E-02
FBtr0307288,2.764583485,0.504050052,0.25072391,4.66E-02
FBtr0078894,2.764741373,0.406789009,0.250709592,4.66E-02
FBtr0077678,2.764762069,0.673414,0.250707715,4.66E-02
FBtr0085069,2.767686981,0.735622937,0.250442765,4.65E-02
FBtr0071273,2.768840939,0.662715277,0.250338389,4.64E-02
FBtr0082832,2.769044582,0.778246912,0.250319979,4.64E-02
FBtr0081881,2.769268443,0.740456548,0.250299743,4.64E-02
FBtr0085812,2.769899729,0.635456279,0.250242698,4.63E-02
FBtr0075155,2.770388524,0.891194668,0.250198546,4.63E-02
FBtr0308211,2.770833623,0.715559858,0.250158355,4.63E-02
FBtr0072320,2.772352416,0.899796111,0.250021309,4.62E-02
FBtr0301140,2.773272486,0.634339518,0.249938361,4.62E-02
FBtr0085827,2.773811625,0.893013119,0.249889781,4.61E-02
FBtr0072307,2.774004628,0.709478959,0.249872395,4.61E-02
FBtr0334158,2.774798691,0.909086638,0.249800889,4.61E-02
FBtr0084538,2.776175623,0.544041553,0.249676993,4.60E-02
FBtr0113436,2.777017308,0.90624069,0.249601318,4.60E-02
FBtr0070411,2.77791286,0.627369864,0.249520851,4.59E-02
FBtr0306253,2.780108804,0.353204267,0.24932376,4.58E-02
FBtr0310419,2.782206117,0.88404858,0.249135812,4.57E-02
FBtr0076612,2.783027554,0.670712892,0.249062277,4.57E-02
FBtr0086797,2.783243135,0.869232544,0.249042986,4.57E-02
FBtr0077906,2.78679801,0.468549683,0.248725303,4.55E-02
FBtr0113768,2.788796275,0.313543186,0.248547083,4.54E-02
FBtr0310649,2.790136104,0.934070699,0.248427731,4.54E-02
FBtr0071248,2.793317545,0.743628866,0.248144785,4.52E-02
FBtr0074365,2.793419176,0.744342567,0.248135757,4.52E-02
FBtr0100375,2.795899658,0.78351329,0.247915614,4.51E-02
FBtr0085416,2.796044538,0.882890536,0.247902768,4.51E-02
FBtr0071039,2.796241929,0.873332541,0.247885268,4.51E-02
FBtr0340271,2.797698805,0.879692567,0.247756184,4.50E-02
FBtr0076517,2.79771487,0.912925278,0.247754762,4.50E-02
FBtr0305989,2.80081126,0.51538923,0.24748086,4.48E-02
FBtr0076510,2.801065175,0.757580468,0.247458426,4.48E-02
FBtr0085064,2.801199648,0.682837328,0.247446547,4.48E-02
FBtr0085382,2.806292297,0.912705674,0.2469975,4.46E-02
FBtr0086280,2.80646085,0.666174015,0.246982665,4.46E-02
FBtr0334968,2.806650855,0.309688447,0.246965945,4.46E-02
FBtr0077312,2.807807291,0.91215942,0.246864228,4.45E-02
FBtr0070063,2.807863521,0.839221143,0.246859285,4.45E-02
FBtr0074622,2.808524281,0.910933015,0.246801206,4.45E-02
FBtr0080826,2.808771125,0.567376798,0.246779517,4.45E-02
FBtr0079648,2.809486989,0.927883071,0.246716637,4.44E-02
FBtr0303509,2.811329414,0.791848264,0.246554949,4.43E-02
FBtr0077243,2.811856371,0.332453155,0.246508743,4.43E-02
FBtr0300293,2.812429107,0.815886038,0.246458543,4.43E-02
FBtr0074686,2.813184571,0.814950978,0.246392358,4.43E-02
FBtr0332157,2.813184845,0.618352853,0.246392334,4.43E-02
FBtr0301926,2.813281847,0.746821188,0.246383839,4.42E-02
