tr_id,half_life,r_squared,Actual_D,D
FBtr0112857,6.536578279,0.735980829,0.106041288,1.01E-03
FBtr0082967,6.538764531,0.873071973,0.106005833,1.00E-03
FBtr0079953,6.541819582,0.396663251,0.105956328,1.00E-03
FBtr0331865,6.54196778,0.697738291,0.105953928,1.00E-03
FBtr0088019,6.546349537,0.603418538,0.105883008,9.96E-04
FBtr0082025,6.546558935,0.390343325,0.105879621,9.96E-04
FBtr0077243,6.550536062,0.340359479,0.105815337,9.92E-04
FBtr0075787,6.551119225,0.814375075,0.105805918,9.92E-04
FBtr0100353,6.55183382,0.449488476,0.105794378,9.91E-04
FBtr0332847,6.552382937,0.440514549,0.105785512,9.90E-04
FBtr0071580,6.553538003,0.495538477,0.105766867,9.89E-04
FBtr0344230,6.557506853,0.718316457,0.105702853,9.85E-04
FBtr0085459,6.559411839,0.383412353,0.105672154,9.83E-04
FBtr0340633,6.562202724,0.77444476,0.105627212,9.81E-04
FBtr0082294,6.567197861,0.383670356,0.10554687,9.76E-04
FBtr0070677,6.568787911,0.773653996,0.105521321,9.74E-04
FBtr0088947,6.569976097,0.658008217,0.105502238,9.73E-04
FBtr0073659,6.57127189,0.802061392,0.105481434,9.72E-04
FBtr0087157,6.571298239,0.740454328,0.105481011,9.72E-04
FBtr0077243,6.573876875,0.096614863,0.105439635,9.69E-04
FBtr0300801,6.575443178,0.277799925,0.105414519,9.68E-04
FBtr0081911,6.579543456,0.52243915,0.105348826,9.64E-04
FBtr0333506,6.579763403,0.844016896,0.105345305,9.64E-04
FBtr0339983,6.580891841,0.721946132,0.105327241,9.62E-04
FBtr0077227,6.581197701,0.787278655,0.105322346,9.62E-04
FBtr0091704,6.581197701,0.787278655,0.105322346,9.62E-04
FBtr0074301,6.583479043,0.486445661,0.105285849,9.60E-04
FBtr0082230,6.587708133,0.716952237,0.105218259,9.56E-04
FBtr0085760,6.59428059,0.749938623,0.105113389,9.50E-04
FBtr0330079,6.59428059,0.749938623,0.105113389,9.50E-04
FBtr0072338,6.595427797,0.707806716,0.105095106,9.49E-04
FBtr0070430,6.596058067,0.543038287,0.105085063,9.48E-04
FBtr0080937,6.596651706,0.705018597,0.105075607,9.47E-04
FBtr0076317,6.597471007,0.584657375,0.105062558,9.47E-04
FBtr0086958,6.602291674,0.788325012,0.104985847,9.42E-04
FBtr0302054,6.605360603,0.805589781,0.104937069,9.39E-04
FBtr0087731,6.607720346,0.755792828,0.104899594,9.37E-04
FBtr0072731,6.60801852,0.501559062,0.10489486,9.37E-04
FBtr0331710,6.608080932,0.681145031,0.10489387,9.37E-04
FBtr0083966,6.608524314,0.700753975,0.104886832,9.36E-04
FBtr0273282,6.608560276,0.540247419,0.104886261,9.36E-04
FBtr0332634,6.610223946,0.241185197,0.104859863,9.35E-04
FBtr0070859,6.611906491,0.584286214,0.10483318,9.33E-04
FBtr0086895,6.615261667,0.605165891,0.10478001,9.30E-04
FBtr0114365,6.61573513,0.425442188,0.104772511,9.29E-04
FBtr0074544,6.615888416,0.714719053,0.104770083,9.29E-04
FBtr0070613,6.618448695,0.803442271,0.104729554,9.27E-04
FBtr0075861,6.619155309,0.619161045,0.104718374,9.26E-04
FBtr0310317,6.620378654,0.600473244,0.104699024,9.25E-04
FBtr0084360,6.621212683,0.478033891,0.104685835,9.24E-04
FBtr0083835,6.622668625,0.83634952,0.104662821,9.23E-04
FBtr0332928,6.625272096,0.656653947,0.104621693,9.21E-04
FBtr0078792,6.625976959,0.813133625,0.104610563,9.20E-04
FBtr0334275,6.627615681,0.399470672,0.104584697,9.18E-04
FBtr0082443,6.627615791,0.821497996,0.104584696,9.18E-04
FBtr0329988,6.62762723,0.685453693,0.104584515,9.18E-04
FBtr0329987,6.62762723,0.685453693,0.104584515,9.18E-04
FBtr0088873,6.628152681,0.532204423,0.104576224,9.18E-04
FBtr0082113,6.628984329,0.854201956,0.104563104,9.17E-04
FBtr0089366,6.629412245,0.812516332,0.104556355,9.17E-04
FBtr0339146,6.6319776,0.529629347,0.104515911,9.14E-04
FBtr0074864,6.635352222,0.892389425,0.104462756,9.11E-04
FBtr0086773,6.636800453,0.632706148,0.104439961,9.10E-04
FBtr0077243,6.637567726,0.528667526,0.104427888,9.09E-04
FBtr0334548,6.640620495,0.834070738,0.104379882,9.07E-04
FBtr0087816,6.643263131,0.883043947,0.10433836,9.04E-04
FBtr0074255,6.643331891,0.850619948,0.10433728,9.04E-04
FBtr0070326,6.646773367,0.40983443,0.104283258,9.01E-04
FBtr0071041,6.651770528,0.776009932,0.104204915,8.97E-04
FBtr0344559,6.652122073,0.390879896,0.104199408,8.96E-04
FBtr0086140,6.652122073,0.390879896,0.104199408,8.96E-04
FBtr0290059,6.652863997,0.777125239,0.104187788,8.96E-04
FBtr0078757,6.655386878,0.445572619,0.104148293,8.93E-04
FBtr0345205,6.655418557,0.256478396,0.104147797,8.93E-04
FBtr0114533,6.658940535,0.780263452,0.104092712,8.90E-04
FBtr0330394,6.659508182,0.301938132,0.104083839,8.90E-04
FBtr0078670,6.660199202,0.608116018,0.10407304,8.89E-04
FBtr0072982,6.66098607,0.822367018,0.104060746,8.88E-04
FBtr0072325,6.661833167,0.530360325,0.104047514,8.88E-04
FBtr0084176,6.662567069,0.736229387,0.104036053,8.87E-04
FBtr0332399,6.662713076,0.724224802,0.104033773,8.87E-04
FBtr0080062,6.667672532,0.87968667,0.103956392,8.82E-04
FBtr0071183,6.668119162,0.802344338,0.103949429,8.82E-04
FBtr0081978,6.670288814,0.759753946,0.103915617,8.80E-04
FBtr0076926,6.672973067,0.672346629,0.103873817,8.78E-04
FBtr0273401,6.676099901,0.475885243,0.103825166,8.75E-04
FBtr0075444,6.67792483,0.253259316,0.103796793,8.73E-04
FBtr0330395,6.681437881,0.654873924,0.103742217,8.70E-04
FBtr0299635,6.681437881,0.654873924,0.103742217,8.70E-04
FBtr0086134,6.683325884,0.783560741,0.103712911,8.69E-04
FBtr0076457,6.684094792,0.846097922,0.10370098,8.68E-04
FBtr0332589,6.684172121,0.442024937,0.10369978,8.68E-04
FBtr0084308,6.686424342,0.876303148,0.103664851,8.66E-04
FBtr0332889,6.693170362,0.221980037,0.103560367,8.60E-04
FBtr0333908,6.695112737,0.19046061,0.103530322,8.58E-04
FBtr0080446,6.69598583,0.585883938,0.103516823,8.58E-04
FBtr0306538,6.697524293,0.666857877,0.103493045,8.56E-04
FBtr0112376,6.697625492,0.563238936,0.103491481,8.56E-04
FBtr0077243,6.697639424,0.152383234,0.103491266,8.56E-04
FBtr0086028,6.703545106,0.513650226,0.103400092,8.51E-04
FBtr0075993,6.703925844,0.575212618,0.10339422,8.51E-04
FBtr0334650,6.70720808,0.866627551,0.103343623,8.48E-04
FBtr0082374,6.708886732,0.530799155,0.103317765,8.47E-04
FBtr0080060,6.710006227,0.66884853,0.103300527,8.46E-04
FBtr0088587,6.710787143,0.828528466,0.103288506,8.45E-04
FBtr0332964,6.714023031,0.706855021,0.103238725,8.42E-04
FBtr0333121,6.715961818,0.679934903,0.103208922,8.41E-04
FBtr0091805,6.716924477,0.331048416,0.10319413,8.40E-04
FBtr0077243,6.71924841,0.205744487,0.103158439,8.38E-04
FBtr0084467,6.720728313,0.818251354,0.103135724,8.37E-04
FBtr0089061,6.724218463,0.838324151,0.103082192,8.34E-04
FBtr0077243,6.7290109,0.155211836,0.103008777,8.30E-04
FBtr0344120,6.729987887,0.271568381,0.102993823,8.29E-04
FBtr0085215,6.731756093,0.455430416,0.10296677,8.28E-04
FBtr0346059,6.738538645,0.679632584,0.102863131,8.22E-04
FBtr0079077,6.742284397,0.780444368,0.102805984,8.19E-04
FBtr0070543,6.742463716,0.730805322,0.10280325,8.19E-04
FBtr0076356,6.743032119,0.854094385,0.102794584,8.18E-04
FBtr0077243,6.750042693,0.432779092,0.102687822,8.13E-04
FBtr0330217,6.75078705,0.571455337,0.102676499,8.12E-04
FBtr0073950,6.75078705,0.571455337,0.102676499,8.12E-04
FBtr0309846,6.751624365,0.894546524,0.102663765,8.11E-04
FBtr0300833,6.754840899,0.83968976,0.102614879,8.09E-04
FBtr0084320,6.755368563,0.67433632,0.102606864,8.08E-04
FBtr0112808,6.757470216,0.655653017,0.102574952,8.06E-04
FBtr0073721,6.75870726,0.706933516,0.102556177,8.05E-04
FBtr0083019,6.759458682,0.821451424,0.102544777,8.05E-04
FBtr0087951,6.762770808,0.631822778,0.102494554,8.02E-04
FBtr0082287,6.762903974,0.692216744,0.102492536,8.02E-04
FBtr0112833,6.763713961,0.528156622,0.102480262,8.01E-04
FBtr0089050,6.764042109,0.511128905,0.102475291,8.01E-04
FBtr0076808,6.764179849,0.541013981,0.102473204,8.01E-04
FBtr0085540,6.76423379,0.612688629,0.102472387,8.01E-04
FBtr0331534,6.765034615,0.71524581,0.102460256,8.00E-04
FBtr0080395,6.765817442,0.437770023,0.102448401,8.00E-04
FBtr0077189,6.768891376,0.632701768,0.102401877,7.97E-04
FBtr0305565,6.769019284,0.840059954,0.102399942,7.97E-04
FBtr0344216,6.77121721,0.512271537,0.102366703,7.95E-04
FBtr0078246,6.771327944,0.121846388,0.102365029,7.95E-04
FBtr0074222,6.771851509,0.852124394,0.102357115,7.95E-04
FBtr0078351,6.772237908,0.713545194,0.102351274,7.95E-04
FBtr0078415,6.772899734,0.663182574,0.102341273,7.94E-04
FBtr0080825,6.773607307,0.767881404,0.102330582,7.94E-04
FBtr0073453,6.776101508,0.79016639,0.102292916,7.92E-04
FBtr0081816,6.777063562,0.746875459,0.102278395,7.91E-04
FBtr0077670,6.781642894,0.81989464,0.102209331,7.87E-04
FBtr0074753,6.781778671,0.797724864,0.102207284,7.87E-04
FBtr0080855,6.783798365,0.576427125,0.102176855,7.86E-04
FBtr0077626,6.787774577,0.897987115,0.102117001,7.82E-04
FBtr0304994,6.789180165,0.345737958,0.102095859,7.81E-04
FBtr0088217,6.790300666,0.893746669,0.102079012,7.80E-04
FBtr0074447,6.792089836,0.700811706,0.102052122,7.79E-04
FBtr0343595,6.792569884,0.570891816,0.10204491,7.79E-04
FBtr0077243,6.792775097,0.535147418,0.102041827,7.78E-04
FBtr0310642,6.793072423,0.383688254,0.102037361,7.78E-04
FBtr0086570,6.793939257,0.778248023,0.102024342,7.78E-04
FBtr0078807,6.794814797,0.752665677,0.102011195,7.77E-04
FBtr0081783,6.794928211,0.700711779,0.102009493,7.77E-04
FBtr0082085,6.796149902,0.364854067,0.101991155,7.76E-04
FBtr0073845,6.802227768,0.804067294,0.101900025,7.71E-04
FBtr0332422,6.803699591,0.672442173,0.101877981,7.70E-04
FBtr0071111,6.806397927,0.568828846,0.101837593,7.68E-04
FBtr0082424,6.809180421,0.732206201,0.101795978,7.66E-04
FBtr0335005,6.810472236,0.78804363,0.101776669,7.65E-04
FBtr0087715,6.813297188,0.249919093,0.10173447,7.63E-04
FBtr0085429,6.814961161,0.675199753,0.10170963,7.61E-04
FBtr0071599,6.820420294,0.365799638,0.101628221,7.57E-04
FBtr0332133,6.822062617,0.367134091,0.101603755,7.56E-04
FBtr0088936,6.82261993,0.439995259,0.101595456,7.56E-04
FBtr0087368,6.829266516,0.604281336,0.101496578,7.51E-04
FBtr0308815,6.831544878,0.550201239,0.101462728,7.49E-04
FBtr0310038,6.832210462,0.190411956,0.101452844,7.48E-04
FBtr0340146,6.834128909,0.384355149,0.101424364,7.47E-04
FBtr0071295,6.834729886,0.691631934,0.101415446,7.46E-04
FBtr0086270,6.836386073,0.892129033,0.101390877,7.45E-04
FBtr0310653,6.838650759,0.583267406,0.101357301,7.44E-04
FBtr0332912,6.841247276,0.802873715,0.101318832,7.42E-04
FBtr0345214,6.845716259,0.238643336,0.101252689,7.38E-04
FBtr0077243,6.846887058,0.323622719,0.101235375,7.37E-04
FBtr0077243,6.847006656,0.905220943,0.101233607,7.37E-04
FBtr0336483,6.848023173,0.852966903,0.10121858,7.37E-04
FBtr0343118,6.850918269,0.750855555,0.101175806,7.34E-04
FBtr0083661,6.852986415,0.740419193,0.101145273,7.33E-04
FBtr0336451,6.853640037,0.246697853,0.101135627,7.32E-04
FBtr0345341,6.853815264,0.452236135,0.101133041,7.32E-04
FBtr0335159,6.854534964,0.737875552,0.101122422,7.32E-04
FBtr0301881,6.856725919,0.487272769,0.10109011,7.30E-04
FBtr0088384,6.860795761,0.30964654,0.101030144,7.27E-04
FBtr0083529,6.863236382,0.665289508,0.100994216,7.25E-04
FBtr0333098,6.863647661,0.35502604,0.100988165,7.25E-04
FBtr0300763,6.864102292,0.523350745,0.100981476,7.25E-04
FBtr0112608,6.865430853,0.347165758,0.100961935,7.24E-04
FBtr0072470,6.868894878,0.39663599,0.100911019,7.21E-04
FBtr0077793,6.869296085,0.303014096,0.100905125,7.21E-04
FBtr0345687,6.875170916,0.208422979,0.100818902,7.17E-04
FBtr0084446,6.875655993,0.741349544,0.100811789,7.16E-04
FBtr0081106,6.877968177,0.794326106,0.100777899,7.15E-04
FBtr0074332,6.878710916,0.795312146,0.100767017,7.14E-04
FBtr0112947,6.879618211,0.853224736,0.100753728,7.14E-04
FBtr0302505,6.881037343,0.776424102,0.100732949,7.13E-04
FBtr0079427,6.882324199,0.620683496,0.100714114,7.12E-04
FBtr0081797,6.885059527,0.593099756,0.100674101,7.10E-04
FBtr0085742,6.885806633,0.684040358,0.100663178,7.09E-04
FBtr0074881,6.888827581,0.86205531,0.100619035,7.07E-04
FBtr0077243,6.889088141,0.715306906,0.100615229,7.07E-04
FBtr0074774,6.890522541,0.657115427,0.100594284,7.06E-04
FBtr0304000,6.891598358,0.573650887,0.100578581,7.05E-04
FBtr0081278,6.893692963,0.39861653,0.10054802,7.04E-04
FBtr0083436,6.894999562,0.615190602,0.100528967,7.03E-04
FBtr0074456,6.9044104,0.805298968,0.100391944,6.96E-04
FBtr0113043,6.905152301,0.605750237,0.100381157,6.96E-04
FBtr0074647,6.906200135,0.805505458,0.100365927,6.95E-04
FBtr0334322,6.906648,0.402017173,0.100359419,6.95E-04
FBtr0086255,6.907116726,0.39622491,0.100352608,6.94E-04
FBtr0081105,6.907385909,0.744730855,0.100348698,6.94E-04
FBtr0301469,6.908036975,0.803340644,0.10033924,6.94E-04
FBtr0331299,6.912232011,0.559547821,0.100278344,6.91E-04
FBtr0091894,6.915121651,0.383288503,0.100236441,6.89E-04
FBtr0091900,6.915121651,0.383288503,0.100236441,6.89E-04
FBtr0091902,6.915121651,0.383288503,0.100236441,6.89E-04
FBtr0091898,6.915121651,0.383288503,0.100236441,6.89E-04
FBtr0091896,6.915121651,0.383288503,0.100236441,6.89E-04
FBtr0091908,6.915121651,0.383288503,0.100236441,6.89E-04
FBtr0088880,6.920589208,0.893362759,0.10015725,6.85E-04
FBtr0071353,6.924371353,0.733946229,0.100102543,6.82E-04
FBtr0089394,6.924492439,0.84318999,0.100100792,6.82E-04
FBtr0340475,6.924558026,0.371514214,0.100099844,6.82E-04
FBtr0075897,6.925330163,0.63571866,0.100088684,6.82E-04
FBtr0082695,6.928287656,0.638883245,0.100045959,6.80E-04
FBtr0333284,6.938444834,0.454975583,0.099899502,6.73E-04
FBtr0085116,6.941244157,0.649200546,0.099859213,6.71E-04
FBtr0084359,6.94924041,0.725751545,0.099744309,6.66E-04
FBtr0309323,6.954844343,0.444354071,0.099663939,6.62E-04
FBtr0077243,6.955973076,0.431208588,0.099647766,6.61E-04
FBtr0112444,6.962443443,0.730846685,0.099555161,6.57E-04
FBtr0339960,6.963503569,0.704750605,0.099540005,6.56E-04
FBtr0300550,6.963685649,0.801984718,0.099537402,6.56E-04
FBtr0077651,6.968445704,0.381822225,0.09946941,6.53E-04
FBtr0082797,6.971247437,0.345919022,0.099429433,6.51E-04
FBtr0075918,6.973180928,0.7994837,0.099401864,6.50E-04
FBtr0086010,6.973842062,0.719649161,0.09939244,6.49E-04
FBtr0332639,6.975493117,0.445169556,0.099368915,6.48E-04
FBtr0345991,6.976023808,0.469290222,0.099361355,6.48E-04
FBtr0301830,6.98162543,0.624516953,0.099281634,6.44E-04
FBtr0072948,6.983866584,0.782518921,0.099249774,6.43E-04
FBtr0081645,6.986033956,0.812687763,0.099218982,6.42E-04
FBtr0088938,6.987155401,0.856861727,0.099203058,6.41E-04
FBtr0339180,6.98720618,0.493569804,0.099202337,6.41E-04
FBtr0088042,6.990483159,0.78059307,0.099155833,6.39E-04
FBtr0300748,6.991100734,0.795462966,0.099147074,6.38E-04
FBtr0074762,6.991861867,0.653911707,0.099136281,6.38E-04
FBtr0086110,6.994110694,0.521202644,0.099104405,6.36E-04
FBtr0085544,6.994756182,0.727043818,0.09909526,6.36E-04
FBtr0112863,6.995212256,0.520673682,0.099088799,6.36E-04
FBtr0079984,6.996876253,0.687803159,0.099065234,6.35E-04
FBtr0070353,7.0006942,0.466407855,0.099011207,6.32E-04
FBtr0089411,7.001545313,0.56276281,0.098999171,6.32E-04
FBtr0300378,7.002502211,0.197421218,0.098985643,6.31E-04
FBtr0077243,7.003296608,0.25510604,0.098974414,6.31E-04
FBtr0085900,7.003380629,0.812614814,0.098973227,6.31E-04
FBtr0087424,7.003953888,0.805923731,0.098965126,6.30E-04
FBtr0113445,7.004347415,0.441849613,0.098959566,6.30E-04
FBtr0070279,7.012455892,0.798232306,0.098845139,6.25E-04
FBtr0086319,7.012579547,0.77244819,0.098843396,6.25E-04
FBtr0070258,7.013192633,0.625125925,0.098834756,6.24E-04
FBtr0086009,7.017042917,0.877142997,0.098780525,6.22E-04
FBtr0077484,7.017154121,0.842576388,0.098778959,6.22E-04
FBtr0080050,7.022721722,0.785026189,0.098700647,6.18E-04
FBtr0075123,7.024045505,0.597560222,0.098682046,6.18E-04
FBtr0077243,7.026214616,0.718379001,0.098651581,6.16E-04
FBtr0079179,7.029278097,0.893755002,0.098608587,6.14E-04
FBtr0087121,7.030738201,0.798584591,0.098588108,6.13E-04
FBtr0345353,7.031762792,0.240442615,0.098573743,6.13E-04
FBtr0339790,7.033409621,0.345385368,0.098550663,6.12E-04
FBtr0077243,7.034898442,0.365634767,0.098529806,6.11E-04
FBtr0111233,7.038986562,0.515295007,0.098472582,6.08E-04
FBtr0079418,7.039980447,0.875252425,0.09845868,6.08E-04
FBtr0073754,7.040264584,0.729958573,0.098454706,6.08E-04
FBtr0111287,7.040488091,0.338930844,0.098451581,6.08E-04
FBtr0308332,7.041605318,0.215906785,0.09843596,6.07E-04
FBtr0302513,7.047570322,0.694892962,0.098352645,6.03E-04
FBtr0304616,7.050100325,0.566590681,0.09831735,6.02E-04
FBtr0086272,7.055482822,0.225632584,0.098242345,5.98E-04
FBtr0330668,7.055873245,0.567409138,0.098236909,5.98E-04
FBtr0113224,7.058149909,0.850012761,0.098205222,5.97E-04
FBtr0087102,7.059537115,0.758421212,0.098185925,5.96E-04
FBtr0113700,7.059559071,0.735622704,0.098185619,5.96E-04
FBtr0070518,7.062793477,0.330663433,0.098140655,5.94E-04
FBtr0334119,7.068147982,0.848047829,0.098066309,5.91E-04
FBtr0334125,7.068147982,0.848047829,0.098066309,5.91E-04
FBtr0345435,7.069280582,0.861728565,0.098050597,5.90E-04
FBtr0333427,7.069934543,0.408626498,0.098041527,5.90E-04
FBtr0084584,7.071902959,0.84042459,0.098014238,5.89E-04
FBtr0087668,7.073245631,0.59532641,0.097995633,5.88E-04
FBtr0070627,7.074664684,0.875773891,0.097975976,5.87E-04
FBtr0086914,7.075260532,0.665907076,0.097967725,5.87E-04
FBtr0100333,7.075644959,0.708761472,0.097962403,5.87E-04
FBtr0111146,7.076270281,0.713244574,0.097953746,5.86E-04
FBtr0073212,7.077959322,0.827412391,0.097930371,5.85E-04
FBtr0345384,7.078756724,0.735187633,0.097919339,5.85E-04
FBtr0330162,7.078756724,0.735187633,0.097919339,5.85E-04
FBtr0087641,7.07987703,0.800514944,0.097903845,5.84E-04
FBtr0331814,7.081333131,0.362763001,0.097883713,5.83E-04
FBtr0072166,7.084704632,0.809068893,0.097837132,5.81E-04
FBtr0085972,7.089278253,0.821265947,0.097774013,5.79E-04
FBtr0308639,7.092420606,0.646179998,0.097730693,5.77E-04
FBtr0078528,7.09501332,0.829280237,0.097694979,5.75E-04
FBtr0303097,7.096500488,0.315908515,0.097674506,5.74E-04
FBtr0310643,7.09658031,0.222231529,0.097673408,5.74E-04
FBtr0330243,7.097338269,0.795427707,0.097662976,5.74E-04
FBtr0344532,7.098022615,0.521014198,0.09765356,5.74E-04
FBtr0087829,7.098022615,0.521014198,0.09765356,5.74E-04
FBtr0303560,7.099646881,0.684797287,0.097631219,5.73E-04
FBtr0343647,7.100414991,0.188489086,0.097620658,5.72E-04
FBtr0079956,7.102276116,0.471764774,0.097595076,5.71E-04
FBtr0305603,7.105266367,0.671532091,0.097554004,5.69E-04
FBtr0070918,7.105673517,0.673211631,0.097548414,5.69E-04
FBtr0086182,7.106456486,0.608111743,0.097537666,5.69E-04
FBtr0077836,7.10695564,0.905487043,0.097530816,5.68E-04
FBtr0301056,7.107085471,0.527278171,0.097529034,5.68E-04
FBtr0072167,7.110329276,0.603783598,0.09748454,5.67E-04
FBtr0343358,7.110392669,0.645726707,0.097483671,5.66E-04
FBtr0085432,7.110600292,0.783874551,0.097480825,5.66E-04
FBtr0345008,7.113746427,0.765937804,0.097437713,5.65E-04
FBtr0086949,7.115012143,0.677830723,0.097420379,5.64E-04
FBtr0334305,7.117852298,0.5725373,0.097381507,5.62E-04
FBtr0345504,7.118482071,0.29001216,0.097372891,5.62E-04
FBtr0081820,7.124319826,0.763045735,0.097293103,5.59E-04
FBtr0306807,7.131875481,0.861836847,0.097190028,5.54E-04
FBtr0078253,7.135391413,0.683643974,0.097142138,5.52E-04
FBtr0078397,7.136685054,0.719775234,0.09712453,5.52E-04
FBtr0084434,7.136794266,0.717135922,0.097123044,5.52E-04
FBtr0299524,7.136872002,0.154147796,0.097121986,5.52E-04
FBtr0071263,7.139645897,0.704696909,0.097084252,5.50E-04
FBtr0091860,7.140068936,0.266353268,0.0970785,5.50E-04
FBtr0091863,7.140068936,0.266353268,0.0970785,5.50E-04
FBtr0091857,7.140068936,0.266353268,0.0970785,5.50E-04
FBtr0333505,7.140902885,0.498556422,0.097067162,5.49E-04
FBtr0331979,7.142195472,0.565886818,0.097049595,5.49E-04
FBtr0301124,7.142755684,0.534520223,0.097041984,5.48E-04
FBtr0331693,7.143391974,0.743661852,0.09703334,5.48E-04
FBtr0113210,7.147290241,0.683905851,0.096980416,5.46E-04
FBtr0079962,7.147983786,0.873374797,0.096971006,5.46E-04
FBtr0331829,7.149751262,0.676776187,0.096947034,5.45E-04
FBtr0085412,7.155193001,0.723300686,0.096873303,5.42E-04
FBtr0339117,7.1571874,0.840885462,0.096846309,5.41E-04
FBtr0079371,7.160696505,0.774929469,0.096798849,5.39E-04
FBtr0342769,7.161724539,0.514781943,0.096784954,5.38E-04
FBtr0334995,7.162329953,0.438585866,0.096776773,5.38E-04
FBtr0074354,7.164460591,0.719544533,0.096747993,5.37E-04
FBtr0334626,7.170806458,0.421536684,0.096662375,5.33E-04
FBtr0089245,7.171949137,0.780902413,0.096646974,5.33E-04
FBtr0074504,7.173953339,0.626822734,0.096619973,5.32E-04
FBtr0084664,7.175333763,0.752090536,0.096601385,5.31E-04
FBtr0309238,7.175993496,0.614205645,0.096592504,5.30E-04
FBtr0334575,7.176451378,0.696628183,0.096586341,5.30E-04
FBtr0300966,7.178127847,0.67502284,0.096563783,5.29E-04
FBtr0301053,7.184641527,0.463869478,0.096476237,5.26E-04
FBtr0084449,7.187877457,0.768436106,0.096432804,5.24E-04
FBtr0071404,7.188894629,0.787094449,0.09641916,5.24E-04
FBtr0089083,7.194243432,0.207604987,0.096347474,5.21E-04
FBtr0089410,7.196093021,0.457205466,0.09632271,5.20E-04
FBtr0091899,7.196151162,0.285857715,0.096321932,5.20E-04
FBtr0091897,7.196151162,0.285857715,0.096321932,5.20E-04
FBtr0091895,7.196151162,0.285857715,0.096321932,5.20E-04
FBtr0091901,7.196151162,0.285857715,0.096321932,5.20E-04
FBtr0091903,7.196151162,0.285857715,0.096321932,5.20E-04
FBtr0300803,7.200953781,0.79027745,0.096257691,5.17E-04
FBtr0084062,7.202447842,0.675563555,0.096237723,5.17E-04
FBtr0074134,7.203202798,0.757480621,0.096227637,5.16E-04
FBtr0080571,7.205710033,0.705285979,0.096194154,5.15E-04
FBtr0089233,7.206047342,0.19375209,0.096189651,5.15E-04
FBtr0085548,7.216167842,0.453669091,0.096054748,5.10E-04
FBtr0333891,7.220584748,0.457911764,0.09599599,5.07E-04
FBtr0089106,7.221169805,0.834419872,0.095988212,5.07E-04
FBtr0289994,7.22179171,0.720567653,0.095979946,5.07E-04
FBtr0086520,7.222814335,0.23870377,0.095966357,5.06E-04
FBtr0079994,7.223632396,0.81830121,0.095955489,5.06E-04
FBtr0086915,7.227614863,0.845180007,0.095902617,5.04E-04
FBtr0089938,7.229014979,0.615855353,0.095884043,5.03E-04
FBtr0302045,7.229956128,0.372384006,0.095871561,5.03E-04
FBtr0305694,7.230392486,0.5445116,0.095865775,5.02E-04
FBtr0087205,7.233269459,0.732059456,0.095827645,5.01E-04
FBtr0085941,7.234890887,0.339258194,0.095806169,5.00E-04
FBtr0071349,7.236217993,0.760982525,0.095788599,4.99E-04
FBtr0339749,7.236609658,0.649914785,0.095783414,4.99E-04
FBtr0330208,7.242602858,0.78384637,0.095704154,4.96E-04
FBtr0290308,7.242602858,0.78384637,0.095704154,4.96E-04
FBtr0072308,7.253523747,0.792421403,0.095560062,4.91E-04
FBtr0342743,7.25454683,0.795780549,0.095546586,4.90E-04
FBtr0337044,7.260803916,0.700171365,0.095464247,4.87E-04
FBtr0081844,7.261980375,0.410578181,0.095448782,4.87E-04
FBtr0086079,7.268929776,0.715722432,0.095357529,4.83E-04
FBtr0079325,7.269815382,0.861317778,0.095345912,4.83E-04
FBtr0084760,7.270226593,0.729613822,0.09534052,4.83E-04
FBtr0339674,7.270662752,0.655226247,0.0953348,4.83E-04
FBtr0086205,7.271362506,0.684655478,0.095325626,4.82E-04
FBtr0345448,7.27388377,0.402438053,0.095292584,4.81E-04
FBtr0081757,7.279386756,0.814224969,0.095220546,4.78E-04
FBtr0075759,7.27999145,0.640678823,0.095212637,4.78E-04
FBtr0071905,7.283565804,0.773140388,0.095165912,4.76E-04
FBtr0070884,7.286373526,0.777097541,0.095129241,4.75E-04
FBtr0343204,7.287644282,0.299935064,0.095112653,4.74E-04
FBtr0089655,7.287897197,0.484749512,0.095109352,4.74E-04
FBtr0300882,7.291046097,0.776874579,0.095068276,4.73E-04
FBtr0070487,7.291115869,0.54482315,0.095067366,4.73E-04
FBtr0077828,7.291599342,0.51995995,0.095061062,4.73E-04
FBtr0091886,7.295945961,0.331350837,0.095004429,4.70E-04
FBtr0332481,7.296493139,0.384207902,0.094997305,4.70E-04
FBtr0076265,7.297199577,0.600120729,0.094988108,4.70E-04
FBtr0071015,7.297422999,0.545488325,0.0949852,4.70E-04
FBtr0340063,7.297641735,0.506772535,0.094982353,4.70E-04
FBtr0082693,7.301389446,0.441872685,0.094933599,4.68E-04
FBtr0329922,7.305539238,0.792118178,0.094879674,4.66E-04
FBtr0070846,7.306507059,0.632094604,0.094867106,4.66E-04
FBtr0075791,7.306639768,0.577658488,0.094865383,4.65E-04
FBtr0076523,7.310096992,0.613033301,0.094820518,4.64E-04
FBtr0345949,7.314420739,0.278068368,0.094764467,4.62E-04
FBtr0082292,7.314904253,0.827302382,0.094758203,4.62E-04
FBtr0306640,7.322811665,0.582341007,0.09465588,4.58E-04
FBtr0073093,7.325240501,0.768551207,0.094624495,4.57E-04
FBtr0334555,7.327815982,0.544504941,0.094591237,4.56E-04
FBtr0305211,7.331664604,0.314606178,0.094541583,4.54E-04
