,D,S,variance,lengthscale,variance_m,variancve_p,D_95_l,S_95_l,variance_95_l,lengthscale_95_l,variance_m_95_l,variancve_p_95_l,D_95_u,S_95_u,variance_95_u,lengthscale_95_u,variance_m_95_u,variancve_p_95_u,gene_id,tr_id
36,0.06643638160409791,0.11972578548022024,3.8668048819607894,26.11576675572533,2.533898334539306,0.18938282129151512,,0.07689537121260095,0.37443838341957103,0.06671933055936423,0.9149459665054491,0.10505064157803198,,0.18641256921985883,39.932284341697326,10222.423809132826,7.017508142370535,0.3414148877300542,FBgn0003862,FBtr0082950
37,0.32090952809165013,0.2550032602999004,1.898470681263117,118.51676459090324,1.0368580678537112,0.029324624528125825,0.32090652595237584,0.25467041681679253,1.8935264683722,118.50559892046043,,,0.32091253025900995,0.25533653879538865,1.9034278040560175,118.5279313133824,,,FBgn0003997,FBtr0332862
39,0.030738965220072408,0.22725369469898613,1.9249733965286016,27.102898988939238,5.719045207844044,0.15870997310059012,,0.1778406477190326,0.4408126898916141,0.04002319349634693,1.1291527820154434,0.0884896249078282,,0.29039616317599026,8.406115936122358,18353.536273203445,28.966388437695564,0.2846532075124857,FBgn0004368,FBtr0301794
40,0.25574909715218774,0.3730057897201444,4.797176762932366,19.535762990086933,2.88736599239491,0.25213723830825563,0.10776667285026316,,0.3763011143611499,0.0642646780110083,1.1066503802325267,0.13382200567405478,0.6069371816372211,,61.15555871761764,5938.659422513185,7.533438313450829,0.47505779502779916,FBgn0004373,FBtr0072517
45,0.016894850083059746,0.41346918778636277,0.2605282249931456,85.49563284591801,1.1975270367531445,0.008728493006159282,,0.33252701865061374,0.06462841893872405,1.1205884748691864e-11,0.5990848755334304,0.005198788997003785,,0.514113920554344,1.0502338929632982,652291487878929.0,2.3937693344000013,0.014654680196191858,FBgn0004583,FBtr0078059
46,0.004172256945691842,0.06590606802660268,1.841494473658962,27.925852433742715,9.01261697030667,0.08403738748942179,,0.05066962383049909,0.41384244746455895,0.01965768790425333,1.1695027593040777,0.04613511817465424,,0.08572413754752746,8.194185775993672,39671.66626866822,69.45453014732068,0.15307823574465468,FBgn0004638,FBtr0087698
47,0.005197321603461139,0.5389985194089302,1.1317397836688057,37.02241111355944,88.66360107807195,0.03994954294821555,,0.44141606959108326,0.32163456610733326,,0.070613139076481,0.022224269973134557,,0.6581532117626545,3.9822676817369347,,111328.20688819668,0.07181185180438215,FBgn0004646,FBtr0071036
49,0.009163784550992891,0.047162375667393404,1.0763637691738304,28.179974900908828,1.0726482811789564,0.11367002368459074,,0.0369783814636183,0.3625280916042112,0.013864694057715867,0.5181600603087778,0.06447974106304205,,0.060151082620550606,3.195777073339044,57275.766930747326,2.220499847924459,0.20038657214554628,FBgn0004656,FBtr0071118
51,0.20349713437460398,0.2786996902583774,7.293306280524733,20.56984117747805,0.2205313912530435,0.6657801634322572,0.16362348776256652,,0.0888922692377361,0.000655706618645793,0.1432915542791399,0.5112189130514133,0.25308764814234436,,598.3908044835981,645286.0990491791,0.33940656706996863,0.8670712579354514,FBgn0004795,FBtr0340031
52,0.08637366084532688,0.8242573646480241,1.6934874443183208,26.7799566023842,3.9980644962267973,0.382128183361622,0.06208829693183827,,0.38234623028867326,,1.063356421170344,0.21711991462042815,0.12015805967449447,,7.500792467336527,,15.032137294470337,0.6725405579425124,FBgn0004956,FBtr0343592
53,0.011531446262111463,0.12742505207389462,0.12639287025109056,81.46312202818874,0.3408596019873324,0.008142762601452217,,0.10378778797182303,0.04679957042631678,,0.19064103765671714,0.0048861371943486175,,0.15644561092720194,0.341352655692876,,0.609445215442935,0.013569938817988533,FBgn0005536,FBtr0308214
54,0.012307076930417691,0.05393880358843056,4.103634369333758,25.001310679935788,1.2212167062148414,0.33563375308193677,,0.0454322551804074,0.5782828531895496,0.09175175425518005,0.5946081776781925,0.17931712955918916,,0.06403808309753381,29.120377587362963,6812.57313049556,2.50815629438815,0.6282167045880739,FBgn0005585,FBtr0334618
56,0.003534487872730857,0.054617106032487844,36.54041827796478,28.32293477702616,7.105598848785953,1.8297333412176313,,0.0472181160110977,0.03567642681389899,0.05414953509621739,1.9506858784860581,0.2943915603483026,,0.06317550388208877,37425.333397134054,14814.321728862167,25.882965349117907,11.372350810608896,FBgn0005672,FBtr0081267
57,0.09409319297101224,0.24768982664238368,36.69012546005649,28.298190714056506,15.281733695812711,1.738869672735181,,0.15583970955662996,0.00509775118845574,0.06955349837352215,0.7061000519800757,0.7270080583051866,,0.39367533728520115,264070.42174266634,11513.261250910136,330.7341276846801,4.159056704002677,FBgn0005672,FBtr0100597
59,0.005433382386755164,0.7267097664751557,0.002804109338058579,52.63864466027196,1.5398905320469571,0.001114104189326395,,0.4402648593872513,0.0011101420479147318,0.006108570709126118,0.7151136997027738,0.0006663593014475987,,1.199521318656639,0.00708290366494727,453596.60117067996,3.3159242392831243,0.0018627010112685154,FBgn0010225,FBtr0078968
60,0.08850632478898403,0.2421339464223561,3.7956261218592786,24.946032944582672,2.1183426500901987,0.17631334593055736,,0.14717757203332954,0.3848234900878599,0.032931011230323375,0.8779464927889009,0.09802990581782431,,0.3983544992628866,37.43736551438496,18897.219867307827,5.111217619807884,0.3171113518256191,FBgn0010300,FBtr0344846
61,0.0024953302109166414,0.08078285073323604,0.030322758354787656,52.840666693456306,0.5398160876968854,0.0029099270134960668,,0.05381573585771636,0.01464692380463585,5.921071987502942e-05,0.27987364696348915,0.0017228258432884836,,0.12126321174613436,0.06277561667603038,47155921.4699981,1.0411891641029931,0.004914991992290565,FBgn0010303,FBtr0330397
62,0.0679568567206712,0.4791806897032809,0.24471503589055868,27.858536323975372,0.8599696870817699,0.020606373765685675,0.03023011075342361,,0.09097494470412328,,0.43977318882557265,0.012105966570441837,0.15276604220944917,,0.6582630963468256,,1.6816574577329324,0.035075484249882674,FBgn0010348,FBtr0112858
63,0.006217435888513961,0.491550624363747,0.008966586963816622,75.2410393735453,3.758688867132403,0.003220650435853767,,0.27418208895898605,0.0032931804401561604,8.205195803000834e-37,1.0516674038577023,0.001932706167651733,,0.8812465366712299,0.02441399226088981,6.899547727966413e+39,13.433659679934937,0.00536687335280143,FBgn0010355,FBtr0081685
66,0.006903684496361906,0.7414247377671118,0.16549803879458383,27.515371382365316,25.117470824660387,0.013880180522464383,,0.5800429682617787,0.07077702903372728,0.0010127814718138227,0.4857081896477244,0.007850896457019408,,0.9477067594153492,0.3869843255472287,747540.9882386388,1298.902003454455,0.024539797765890135,FBgn0011289,FBtr0085156
67,0.3319752464610479,0.4735110065776528,1.1924127088124952,139.04709841917426,0.5005960218906444,0.028737934554607453,0.33197498946882265,0.4733753245182549,1.1918478877062506,139.0459275135945,,,0.33197550345347215,0.47364672752716663,1.1929777975895435,139.04826933461422,,,FBgn0011760,FBtr0070707
68,0.09767666354783398,0.2244176282189186,0.9190522317738328,22.124724364959864,0.843837575338388,0.15361704841735668,0.02485879396085861,0.07674878741584279,0.31225119390724365,2.7448309574500187e-20,0.45884527754992016,0.08340904513124152,0.38379700225437763,0.6562093493741452,2.705056125355837,1.7833645707646902e+22,1.5518561231688837,0.2829213249873498,FBgn0013718,FBtr0306622
71,0.00746401433081252,0.22445351296273477,0.020776787589277024,32.86487105708689,1.2068839754998428,0.004185996363373142,,0.15077315120606397,0.009178299962788182,4.804798507211305e-05,0.585532081196243,0.0024303238196310265,,0.33414025692451227,0.04703211970409406,22479605.502246857,2.4875988474321207,0.00720997153244931,FBgn0014189,FBtr0079123
73,0.07786109903525713,0.8083477435714408,0.9934666756847673,55.020748391624636,6.704816219149951,0.10532010474239935,0.05328252620581397,,0.18907062857015405,0.0008658604552426053,1.378755169577496,0.06386529346102156,0.11377746467127191,,5.220144679055363,3496270.94671537,32.60518003812965,0.1736831362047975,FBgn0015024,FBtr0073682
74,0.02976726471721925,0.9145029800365624,0.09150450011273889,37.82541787943962,3.859351868912175,0.008341523746767094,,0.6210266810565603,0.03547982020773893,4.850444104247404e-06,0.9917582638638297,0.004958590237717907,,1.3466662963222755,0.2359953768608974,294975512.96413255,15.018374326468887,0.014032419514846349,FBgn0015278,FBtr0332055
75,0.002739814953267342,0.3141632764303029,2.7583534676504504,28.305766113810705,23.23836983431468,0.08608056425790062,,0.276068385004312,0.5344456683255201,7.729120001022924e-14,1.4591414361674555,0.039194669232116654,,0.3575149115893198,14.236271904565372,1.0366204628518072e+16,370.09560497082055,0.1890528403002011,FBgn0015513,FBtr0084459
76,0.03595445073204508,0.40459925973881644,0.1561919571546788,24.049824967201634,0.7762190231551102,0.014319668754427521,,0.3035269246941961,0.06686837635321809,1.1197416703515899e-07,0.41161169430201316,0.008159545027532132,,0.5393279727856988,0.36483505074121547,5165424278.364347,1.4637970209509827,0.02513043466818718,FBgn0015772,FBtr0081189
77,0.1625701935062693,0.14581839115057713,8.333712978609361,25.27468797612673,1.5287199972024006,0.21812339472340586,,0.07536534851191752,0.1987108353323131,0.03381622729107582,0.7034066573392546,0.11937935900404585,,0.2821323541598218,349.5067186129858,18890.63042994002,3.322380880906811,0.398543062407047,FBgn0015778,FBtr0346346
78,0.0033916348013155392,0.19528995817259068,0.04574559336803544,15.433279793277638,1.157435858929852,0.021855335103791545,,0.13447812135795043,0.02260334965321205,0.46318158461352366,0.5872590089922985,0.011796287671843429,,0.2836012830781374,0.09258182281387091,514.2391949289891,2.281204284691105,0.04049203323848568,FBgn0016122,FBtr0333416
79,0.007880985248908162,0.18360220087499435,0.05051878026656519,21.48913726437588,0.7591947250056783,0.005393833940726337,,0.13708440455335094,0.023615171471442525,0.021681015983494624,0.39494464666255846,0.003066597808713159,,0.24590520180596107,0.1080723535167962,21298.95668721131,1.459385854060974,0.009487205820557188,FBgn0016131,FBtr0087104
80,0.015140954528397371,0.8274994721392332,1.2257918402669756,39.51805032303023,20.73317456929338,0.05792222936101209,,0.6573422546384919,0.31452378463212605,,0.8347152408672558,0.03287134100066912,,1.0417029660862036,4.777271891925542,,514.9834418671586,0.10206412491907152,FBgn0016797,FBtr0330195
81,0.003211729959850112,0.9658599253493546,3.7004984476104212,79.60454272309799,0.5052672070090818,0.09129618406859653,0.0007594648164152047,,1.1103840229785127,,0.3475474653980177,0.0817508134641693,0.013582208302536303,,12.332389945628863,,0.7345613934671913,0.10195608914815528,FBgn0016917,FBtr0100457
82,0.00523745566584521,0.03867531460073848,1.3431962797183692,34.39733414277284,1.6553679963364076,0.09219847579315546,,0.027653991023350977,0.397487503731229,0.0010305257137896782,0.7023245135324451,0.052812178394030906,,0.05408911712609806,4.538950857356276,1148129.134768046,3.9016767185191275,0.16095830918313056,FBgn0016930,FBtr0100448
83,0.0058974137765671454,0.5938762538098158,0.004753970294453046,43.2989825937883,0.5152152156550313,0.003986259169017811,,0.3678963470060871,0.001950018423800296,0.00021174050501120435,0.2948695162784292,0.002339920947010591,,0.9586640577144553,0.011589753863195551,8854243.044135444,0.9002175667145379,0.00679093974643864,FBgn0019960,FBtr0290271
84,0.1314997752602443,1.1027652688043637,0.12049951368953529,25.602692291778485,1.287424177956827,0.008581141573894389,0.09026603555197774,,0.04657930362157361,,0.6427131257175632,0.004893696000881208,0.19156918532815623,,0.3117292803984596,,2.578850419675689,0.0150471117735877,FBgn0020249,FBtr0081845
85,0.11057678452375314,0.7646022711952083,1.9005707762963442,71.68390511621499,1.9381216558047072,0.06191644384424481,0.08250136672889466,,0.3398136006812368,,0.8669744894050188,0.03707635299997677,0.14820633597249436,,10.629854921846096,,4.332671374537258,0.10339868158877231,FBgn0020279,FBtr0088776
86,0.08883633782751447,1.4898338920686074,1.9986419756193032,73.29737219627583,21.86769356805593,0.0623174136266337,0.06942489034518269,,0.2759564549909926,0.00023677766378654325,0.5212957921323788,0.03702732996804714,0.11367529540724565,,14.475362596021961,22690082.69176412,917.3218529739461,0.10488090943808794,FBgn0020279,FBtr0301916
87,0.09573978169787738,0.7140934715899888,0.45675523408964575,24.06067646006984,2.4742858987794896,0.03173204982179927,0.07091256479987232,,0.16146988101942003,0.00591534224614801,1.0078490277204288,0.017844446654194986,0.12925926209869257,,1.2920387539221365,97866.89047335194,6.074412476981878,0.05642780666759635,FBgn0020306,FBtr0342890
88,0.004907149689705821,1.2001047500096294,0.0005575638877920576,85.6966580411648,0.34947789680145613,0.0004275894660396048,,0.5616427625988811,0.0001953036520872592,,0.20162377081098087,0.0002591460516136599,,2.5643549724227217,0.0015917648525635253,,0.6057559575515958,0.0007055201124214119,FBgn0020370,FBtr0087774
89,0.019793207036918788,0.8222473690278809,0.008343303255421127,108.633807725227,2.509589246297907,0.00340020319430432,,0.29068818937774354,0.0021237049495896245,3.505821702439181e-08,0.9515488949434135,0.002072212071890229,,2.3258280197779397,0.032777956855716724,336620204406.59644,6.618722609633871,0.0055792464098576786,FBgn0020385,FBtr0082265
90,0.0036487322566773647,1.1755109943751156,0.0007782143978534091,54.50289650557831,1.3034505044164038,0.0012784543339960442,,0.5916754561752324,0.0002897992004048434,0.003555382412781374,0.6204283020559123,0.000776420622644455,,2.3354460346036854,0.0020897837129305705,835512.297304162,2.7384037959478307,0.002105103131529941,FBgn0020510,FBtr0112896
92,0.12778832799183984,0.7911523948601377,1.713996607041196,56.780108332108405,5.629531869217733,0.08261248128739876,0.06774457596680088,,0.2474780273252511,,1.1053086753085386,0.04918798150313396,0.24105039463163366,,11.870889713726838,,28.672197888695326,0.1387497891944595,FBgn0021764,FBtr0302259
93,0.01681385553088649,0.08845078342917832,3.2434662101513725,99.28708375090966,0.5064573473097048,0.0863182859097382,,0.071449024494667,0.25560552045114304,0.0005347302112709869,0.28980702952058573,0.050474633769006336,,0.1094982212083156,41.1574563719352,18435324.565502096,0.8850684024755969,0.1476156620866947,FBgn0022023,FBtr0079030
95,0.006505595917251234,2.187264734747598,0.0005735345744918553,51.828021017277955,1.0850708062310208,0.0014065520479659827,,0.9664867864466634,0.00020467104498007166,0.0008459531774893695,0.5514644840908561,0.0008629428378692258,,4.950018031244443,0.0016071736388973922,3175286.569097567,2.1350035922546544,0.0022926068527578574,FBgn0022343,FBtr0309242
96,0.007930834938392355,0.057982974639112415,4.782179217406988,32.16207637489648,3.817617332042662,0.25691961189446716,,0.047505398589035124,0.398545049974971,0.01687197587259957,1.1419347418570662,0.13846348248600554,,0.07077143751775516,57.38181434905669,61308.71479164211,12.762727640820614,0.47671549054585566,FBgn0022349,FBtr0085841
99,0.06396359645861516,0.335935665806475,5.405755814347846,50.1263957545608,13.754861868416052,0.3152764848675181,,0.2005779804230088,0.3234749811623563,,0.6115587531562579,0.17800695731559768,,0.5626378893776818,90.33834956678935,,309.3672096797948,0.558400994036364,FBgn0024555,FBtr0344783
100,0.08031238246014917,1.1416348850615752,1.460868458046359,69.61092235907958,34.431223091539856,0.19748704682900037,0.04319527200703454,,0.2106048357663253,0.007611130409895689,0.2934471070263723,0.11528298195066657,0.14932372171136815,,10.13336965387945,636657.1390475249,4039.9414245131575,0.33830781443465496,FBgn0024804,FBtr0331780
101,0.10447491880252578,1.2414242011471788,1.411683304666183,70.08007108663242,21.141946031004547,0.2102828907082924,0.0649954350685633,,0.20605654551379837,0.003972589108802785,0.6805678119966747,0.12131584307621363,0.1679350041626797,,9.671373203428695,1236275.947246792,656.7778759129632,0.36449397707153747,FBgn0024804,FBtr0331782
102,0.053895136563216935,0.4217049724298249,0.574282777854247,22.03788629219223,2.242681284294285,0.023875197844815475,,0.287634593777436,0.20930300647268577,0.0031234736111112327,0.8679246361666085,0.013587734041115284,,0.6182673698478821,1.5757093722541902,155489.8464644972,5.7949954792599865,0.04195144461940718,FBgn0024807,FBtr0300373
103,0.006276893890120196,0.38686001243821405,0.011008597091741826,73.73615078896145,0.8450737853525794,0.010771182460698664,,0.2402443234934559,0.004205744309528297,1.1299019721939542e-05,0.4320144898976485,0.006550404370569467,,0.6229519476149945,0.02881516350239057,481193950.18094236,1.653068865489515,0.017711635043925745,FBgn0024811,FBtr0304871
104,0.08513497345070595,0.48394501331875456,0.16851581131699964,88.20801216261675,0.4253250930182172,0.00935836167547513,0.05519368025402406,,0.053962621047514404,,0.24443455103898082,0.005622088105805449,0.13131872473613446,,0.5262453548878285,,0.7400812773072581,0.015577652217610465,FBgn0024947,FBtr0077682
107,0.07841174224705287,0.8167009907021121,0.8221688689059129,31.388483426750764,5.729295215376957,0.09415128426376021,0.05829677285944336,,0.23104665368687605,,1.1230676125579782,0.05480680361827735,0.1054672672369426,,2.92565002873454,,29.22782501952589,0.1617402173324189,FBgn0025455,FBtr0333125
109,0.04824325542489396,0.9761757262218658,0.0027374924120733995,75.47451989107604,0.13975661241691895,0.023572551953689746,0.008531270956033841,0.21421657455590232,0.0005444445975288836,3.555394245957593e-15,0.08194154471791305,0.014614907342904748,0.27280949180795516,4.448390842026613,0.013764237426861194,1.6021860752193997e+18,0.23836395544521724,0.03802043985445907,FBgn0025726,FBtr0334487
110,0.05210145307164093,1.264129229554487,0.02545893214285343,75.58331795717666,0.47155643525439367,0.003932900179161917,0.026355168144226806,,0.007388818739385195,9.659079429249588e-12,0.26060660309269923,0.002391769900848891,0.1029992067332356,,0.08772135962674152,591447455760232.0,0.8532610800760659,0.006467053462693888,FBgn0025726,FBtr0344971
111,0.02969469013757003,0.6725155066133239,0.015173680259904686,67.74864642122583,0.8263887984175928,0.002898991480757212,,0.3509187591051862,0.004875620999520253,,0.44582974869075004,0.0017282482579412863,,1.2888370738248502,0.047222819955135185,,1.5317920083968632,0.004862815030702843,FBgn0026083,FBtr0300931
112,0.0023672261726728765,0.6368801385292608,1.7841867748634463,109.30715339649787,1.1455146647752277,0.021595819291120085,0.0006583761921083708,,0.28123038154314506,8.383124580971506e-06,0.8681072089126991,0.018037649055814852,0.008511486016288206,,11.319269383806798,1425250653.0519526,1.5115688865879047,0.02585588672956059,FBgn0026179,FBtr0301602
113,0.0029011422361062355,0.26200769475813923,0.10823244907243608,23.159991695771758,1.873458297830862,0.00807495736421638,,0.22284419262807612,0.050871824910406656,0.034287763805194806,0.9342303607403543,0.0036070013016411924,,0.3080539425456192,0.23027015549074845,15643.633641309416,3.756938482420809,0.018077325451544467,FBgn0026181,FBtr0074286
114,0.019657083220308028,0.13445517653868794,1.32104402721222,20.769664170052845,1.8025286877568214,0.06394878764581308,,0.1119679371208847,0.4148906981693242,,0.7931397492076918,0.034647499301651036,,0.1614586725709866,4.206306213982293,,4.096515996622325,0.1180300894377801,FBgn0026239,FBtr0343991
