step	pearson
0	0.124512106
6	0.19004641
8	0.24931131
10	0.2836252
11	0.29697207
12	0.27908307
16	0.24825224
17	0.2668566
18	0.2973082
27	0.33919403
28	0.35355377
29	0.35656157
31	0.36087543
