step	best_spearmanr
0	0.13639602069572335
6	0.1600898215888819
8	0.2116029497901601
10	0.21575831726418065
11	0.2522166311699948
12	0.2669655746101001
16	0.3057365705930173
17	0.3211718583914886
18	0.3325562224226473
27	0.3507965697727016
28	0.35236322537331977
29	0.3693726290371741
31	0.3721180064706383
