step	loss
0	0.609626054763794
0	0.6436209678649902
0	0.5578984022140503
0	0.5683508515357971
0	0.6006729006767273
0	0.5385972261428833
0	0.5040553212165833
0	0.5332140326499939
0	0.4939858317375183
0	0.5923908948898315
0	0.4927091598510742
0	0.49693912267684937
0	0.5058392286300659
0	0.41036257147789
0	0.5018863081932068
0	0.4409926235675812
0	0.4453975260257721
0	0.3491556644439697
0	0.37515050172805786
0	0.2892034649848938
0	0.3764741122722626
0	0.3066817820072174
0	0.3835577368736267
0	0.35667547583580017
0	0.3121525049209595
0	0.2220708578824997
0	0.29713088274002075
0	0.22798267006874084
0	0.25554031133651733
0	0.19132405519485474
0	0.13869428634643555
0	0.10165614634752274
0	0.10538937151432037
0	0.09265009313821793
0	0.11822796612977982
0	0.06413870304822922
0	0.07503864169120789
0	0.058531664311885834
0	0.0765063539147377
0	0.06969810277223587
0	0.10036654770374298
0	0.06685957312583923
0	0.07610146701335907
0	0.0502091608941555
0	0.09360885620117188
0	0.056272052228450775
0	0.046851933002471924
1	0.0534537248313427
1	0.05646652355790138
1	0.0759795755147934
1	0.06956082582473755
1	0.07903542369604111
1	0.09796349704265594
1	0.06657794117927551
1	0.07375891506671906
1	0.05975515395402908
1	0.046843867748975754
1	0.05349162593483925
1	0.05733621492981911
1	0.06488755345344543
1	0.04908129945397377
1	0.05487512797117233
1	0.04428786411881447
1	0.06461162865161896
1	0.06283965706825256
1	0.08133572340011597
1	0.05367199331521988
1	0.07059355825185776
1	0.0761614441871643
1	0.06222439184784889
1	0.053385816514492035
1	0.06192157417535782
1	0.061707913875579834
1	0.056463632732629776
1	0.06748418509960175
1	0.0821053683757782
1	0.05888496711850166
1	0.06110250949859619
1	0.04084468632936478
1	0.0490129254758358
1	0.07434411346912384
1	0.06331758201122284
1	0.05972190946340561
1	0.06055152043700218
1	0.06483206152915955
1	0.07169224321842194
1	0.05600278452038765
1	0.042272523045539856
1	0.03820737078785896
1	0.05497819557785988
1	0.054894644767045975
1	0.055461712181568146
1	0.053513847291469574
1	0.07658199965953827
2	0.07251383364200592
2	0.0583467110991478
2	0.05827829986810684
2	0.04255400225520134
2	0.05838848650455475
2	0.05569668114185333
2	0.04240036755800247
2	0.06576183438301086
2	0.052724190056324005
2	0.03858467936515808
2	0.058699991554021835
2	0.04380269721150398
2	0.07052058726549149
2	0.06901860237121582
2	0.04923827201128006
2	0.056520726531744
2	0.04704256355762482
2	0.051623985171318054
2	0.053014203906059265
2	0.05489687621593475
2	0.04519595205783844
2	0.048439834266901016
2	0.05320366844534874
2	0.050903335213661194
2	0.04508986324071884
2	0.053112734109163284
2	0.04692418873310089
2	0.06391260027885437
2	0.04739099368453026
2	0.047420091927051544
2	0.05053914338350296
2	0.09444604814052582
2	0.042800962924957275
2	0.077275350689888
2	0.06537178158760071
2	0.04852619767189026
2	0.05325648933649063
2	0.06167236715555191
2	0.04383482784032822
2	0.05264504998922348
2	0.04984396696090698
2	0.05142531916499138
2	0.03969466686248779
2	0.04721735790371895
2	0.04866091161966324
2	0.03985441476106644
2	0.05570715293288231
3	0.05464638024568558
3	0.0534532330930233
3	0.05108362063765526
3	0.046437911689281464
3	0.04391644895076752
3	0.06380145251750946
3	0.05207475647330284
3	0.04618745669722557
3	0.04969152808189392
3	0.045422811061143875
3	0.04818105697631836
3	0.06425086408853531
3	0.06766737997531891
3	0.055461227893829346
3	0.047871336340904236
3	0.054283663630485535
3	0.06262695044279099
3	0.05473380535840988
3	0.03789146617054939
3	0.05687183141708374
3	0.04126683250069618
3	0.040508341044187546
3	0.05738450214266777
3	0.055309366434812546
3	0.05109557509422302
3	0.04920126497745514
3	0.06016199663281441
3	0.03921378776431084
3	0.05088186264038086
3	0.045392002910375595
3	0.053174953907728195
3	0.037994131445884705
3	0.0364370234310627
3	0.067067451775074
3	0.04007435962557793
3	0.042255956679582596
3	0.04648738354444504
3	0.03634502738714218
3	0.03929120674729347
3	0.03904939815402031
3	0.059974368661642075
3	0.049290645867586136
