step	spearmanr
0	0.02217678458472397
1	0.09635284899154778
2	0.1264582093167778
3	0.17562200163786001
4	0.18125222489985932
5	0.21403780221098717
6	0.32000158170671444
7	0.4055168826467528
8	0.4874355667625706
9	0.578480367068017
10	0.7075992156071602
11	0.7732368013157337
12	0.8380251188842527
13	0.8555878448980123
