step	loss
0	0.16695882714438168
1	0.06832700658325984
2	0.05878431295676718
3	0.05501662259727533
4	0.0514350839625739
5	0.04951182010828652
6	0.04783325149204234
7	0.0476646142959353
8	0.045438991032946914
9	0.04568935271513856
10	0.04405987032987317
11	0.04336477635696278
12	0.043754480060178076
13	0.04387865140640417
14	0.042990465766959536
15	0.04252529879954924
