step	spearmanr
0	0.00949912712915004
1	0.07813248436808583
2	0.17455253172245924
3	0.2755805854898482
4	0.3391283008429935
5	0.3573001245462596
6	0.39385654819961496
7	0.3983109673050673
8	0.43478410422045694
9	0.4410762205727767
10	0.44974167377578117
11	0.4518941077235562
12	0.4620056348080086
13	0.47670453291059445
14	0.4901360857381404
15	0.486861693427209
16	0.5119304672838128
17	0.5104953049079921
