"","RPFs.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","mRNA.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC6_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC6_184t_star_Aligned.sortedByCoord.out.bam","TE.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam"
"FBgn0000633",14.0450032599804,3.33413112422874,11.4737381506628,8,2,6,1.47545800534307,29.1872558176449,10.0504083512346,6,121,40,6.0776645079444,0.143574863194268,1.12880336673434
"FBgn0000635",37.3492124057665,36.8292340704396,31.2939167189809,26,27,20,8.65207551112005,19.5397647948253,21.5868492266166,43,99,105,3.97315710611513,1.84175595233545,1.42976633858809
"FBgn0000636",3.17457008046594,7.53608433932222,3.45785474211849,2,5,2,2.00097276677425,3.48940149446048,1.81734244173262,9,16,8,1.39107229718488,1.90138581943606,1.58229069923675
"FBgn0000658",32.5109590386438,42.0968090551381,41.8506564648742,11,15,13,17.8012006995897,60.9122149078764,23.2643886356126,43,150,55,1.78238398568742,0.69609541702336,1.7659895375226
"FBgn0000659",14.6819240186809,46.4710558653285,50.6415686107323,6,20,19,26.3916286860748,81.0260749331258,25.5650378994443,77,241,73,0.572507907375846,0.578731286411433,1.94396743592873
"FBgn0000662",507.658223307671,435.18418909693,510.719453946931,144,130,133,553.551830624216,575.441806883414,606.968872789615,1121,1188,1203,0.917241987525518,0.756683821139206,0.841686929791239
"FBgn0000667",392.173814709032,327.023748472175,268.87837716294,197,173,124,275.215737623725,296.768732327501,284.337909908161,987,1085,998,1.42343017125488,1.10160575258586,0.94582026359485
"FBgn0000709",156.546357032001,214.716110369432,286.561384104141,72,104,121,396.215545565883,409.566060650533,419.150437609267,1301,1371,1347,0.396626866170498,0.525411452733415,0.684424811599431
"FBgn0000711",166.901017457761,111.869611939978,184.467978635083,68,48,69,287.408821763587,209.419784628339,260.64286198416,836,621,742,0.582163251564447,0.536402088517188,0.708859310086248
"FBgn0000719",305.388418499374,327.939529699734,383.145477001465,191,216,220,342.652868489477,307.994702156503,339.124571699018,1530,1402,1482,0.891563687060438,1.06454747412831,1.12942583090234
"FBgn0000721",1136.00036289728,952.129494858081,1019.59455714536,750,662,618,1025.78756595406,941.698388414738,946.222593465379,4835,4525,4365,1.10733748693267,1.01106515781881,1.07746010725056
"FBgn0000723",21.2334772018069,18.3294425792159,6.30770706866492,11,10,3,11.355897680998,21.2175121219171,4.14392181743243,42,80,15,1.79942224966782,0.870009318466751,1.42064893830609
"FBgn0000810",402.336191436561,323.265424345233,277.176741654926,117,99,74,398.820359737826,390.264747190651,353.361753987569,828,826,718,1.00879352842622,0.828762178738348,0.785007802124957
"FBgn0000826",18.8422418061407,161.025962967464,133.403663471067,2,18,13,241.489032905025,214.875401992138,306.069668650705,183,166,227,0.0818273782052334,0.750553149975672,0.437697621069674
"FBgn0000927",178.440666697438,503.859564262249,352.923971652625,38,113,69,1270.75289566576,1332.31320853005,1424.74768660181,1932,2065,2120,0.14109711667179,0.378650388395121,0.248237451113234
"FBgn0000928",11.9875827367452,5.69144370663604,26.1146037177469,4,2,8,9.23502451126498,6.17644988971642,2.57344408011195,22,15,6,1.26893518647177,0.932416976285812,7.58780691956357
"FBgn0000996",2953.21817391842,2543.83048508161,2666.66055229089,883,801,732,1502.37218369994,1599.61286754817,1726.52483614655,3207,3481,3607,1.96506108463961,1.58991005050447,1.54420966719148
"FBgn0001075",15.5695595270893,20.1064805145306,44.0931880805745,25,34,65,5.32120386613255,53.565688043479,24.2435983646467,61,626,272,2.6212664356334,0.386808657076084,1.78632172122208
"FBgn0001077",23.6643262367991,0,45.1080464724386,4,0,7,44.7477968452469,108.108995089578,19.4739408940903,54,133,23,0.539136918882283,0.00916514719230077,2.25203573219983
"FBgn0001078",480.664907773687,559.780450112352,504.906431377598,393,482,379,229.903788153531,188.042488349668,197.622171450399,1342,1119,1129,2.08599829229923,2.96642545814932,2.54707935012147
"FBgn0001079",426.132570456687,324.935743037185,330.537302700618,132,106,94,240.561529404314,248.833986162913,219.92247289197,532,561,476,1.76821438210789,1.30460930493519,1.50069523648116
"FBgn0001084",304.657171572867,123.981087995683,284.437231429287,49,21,42,120.181648688768,155.475782287094,146.821997710415,138,182,165,2.52230576890308,0.798724800534146,1.93095233355228
"FBgn0001085",833.121297318359,725.823836685585,676.855362248436,303,278,226,650.87270306262,675.474812586691,637.488686274313,1690,1788,1620,1.2795769686313,1.07442852736286,1.06165602746046
"FBgn0001086",5142.40273292983,3869.45460721331,4461.55771474382,978,775,779,1493.61589634671,1727.35994273429,1540.41214028273,2028,2391,2047,3.44128732037567,2.239379952934,2.89511000862188
"FBgn0001087",1170.09722634787,923.254522154959,947.447488366702,491,408,365,350.822079991443,310.729658046984,355.044709978152,1051,949,1041,3.32866324471833,2.96492328623943,2.66384378643037
"FBgn0001090",1255.10343053655,1546.40450642892,1912.26724376902,326,423,456,190.901316727994,915.661641632799,373.028869595851,354,1731,677,6.54556962898272,1.68808689722482,5.1152929607716
"FBgn0001091",865.138986280059,1319.78426644774,1197.23547669174,122,196,155,3270.85678366142,2886.91329834913,3661.71416848376,3293,2963,3608,0.264723991161616,0.457349002548923,0.327144139993804
"FBgn0001092",429.114755700071,1263.84364604886,1235.85597593986,59,183,156,7938.05541149128,7575.72097399023,9119.41492696748,7792,7581,8761,0.0541770693623712,0.166938131995474,0.135614002854486
"FBgn0001098",1169.11164620201,612.489706344873,824.563318134011,261,144,169,1788.77798850388,1811.87954475996,1682.81605259988,2851,2944,2625,0.653774743972654,0.338406215745627,0.490293055978002
"FBgn0001099",312.620854477203,228.999475845644,243.226973988164,35,27,25,20.0176747936247,20.8629088076243,25.5665281377363,16,17,20,14.9217673960934,10.5200766224409,9.19303315517744
"FBgn0001104",6595.63239629438,4295.81745327279,4463.16202051141,1299,891,807,1550.41346105073,1585.70634539067,1551.44730647143,2180,2273,2135,4.25201441260324,2.70801050601134,2.87556427963926
"FBgn0001105",604.804025974056,508.509425168855,617.983110894817,323,286,303,553.136702321717,546.954812896949,463.339156123297,2109,2126,1729,1.09323930978739,0.929838397577276,1.33304095235608
"FBgn0001108",175.303248381879,311.018010133054,246.220536744942,76,142,98,488.508256021342,457.635389449206,461.503927972006,1512,1444,1398,0.360163993585825,0.680318216411014,0.534526350573838
"FBgn0001114",46.6726742633578,29.545561607826,6.77833843904164,15,10,2,2.61496826443549,2.56506700430322,1.78124343681234,6,6,4,13.1875775321094,8.56801893792063,2.79671255528664
"FBgn0001120",511.680163457115,971.738476412538,904.129737544303,45,90,73,3414.71603061345,2968.35408278766,3734.74208772606,2144,1900,2295,0.150094492300357,0.327592617549781,0.242289139959138
"FBgn0001122",461.360294537451,391.482606148178,359.968338432366,282,252,202,211.741908840982,212.646520426526,209.792991608798,924,946,896,2.17333903346261,1.83706528599026,1.71243045452988
"FBgn0001123",29.8157064943761,37.7489315542413,81.190822282981,6,8,15,26.4497271406056,95.5868008816341,41.2490268131328,38,140,58,1.1226234175855,0.401182472144694,1.94538971622969
"FBgn0001124",391.343781512625,433.536881714473,368.138453849882,66,77,57,901.131114142738,853.791489056448,918.192247116131,1085,1048,1082,0.434907715033701,0.508354244605467,0.401590042788128
"FBgn0001125",236.049607125026,839.097357454831,599.931815309907,39,146,91,1698.10042058339,1718.91811499414,1868.44655138089,2003,2067,2157,0.139514771612872,0.488451950200951,0.321449048578587
"FBgn0001128",236.406769259977,335.141529382579,377.187007885199,71,106,104,391.764058956766,332.134673752312,427.92706479271,840,726,898,0.604451359145644,1.00902594616285,0.881704697436071
"FBgn0001133",459.923801974494,373.582879119693,295.750644717393,83,71,49,187.830841722782,212.416394802765,189.538549743395,242,279,239,2.44093495410652,1.7551738678084,1.55743100342182
"FBgn0001138",7.69813840050395,17.0562409565374,5.59005759288201,3,7,2,6.82907380451822,29.9681147297781,11.751851564534,19,85,32,1.11100477753629,0.583059095269205,0.516792213235178
"FBgn0001139",1086.0279066791,1181.12212507493,1005.88412317799,461,528,392,1036.12810256844,1051.96055996719,1030.68832668401,3140,3250,3057,1.04811344325458,1.12266515007149,0.975957658079019
"FBgn0001142",302.238680857849,869.296764372628,615.477939603606,69,209,129,2789.16451361348,2247.85139855298,2582.16865701627,4546,3735,4119,0.108681290790675,0.386996119411278,0.238651834803415
"FBgn0001145",4.70422621515929,0,20.4960426310062,1,0,4,0,0.646344763597398,3.36627863758854,0,1,5,5.70422621515929,0.607406189828015,4.92319533754683
"FBgn0001148",63.645413499214,18.1304753128921,48.5273950528236,10,3,7,7.13182773878383,93.5679096007762,24.593635693441,8,107,27,7.94967817516535,0.2022935200075,1.93514495736595
"FBgn0001149",572.687923555086,1383.14234620095,1356.06972448917,46,117,100,7331.05784238346,6455.62249403178,9053.18191724257,4204,3774,5081,0.0782437803802971,0.214375603882742,0.149883196173119
"FBgn0001150",17.6884191337422,16.7961538151456,51.3782821458145,3,3,8,66.8954423624731,61.5683329980452,54.0056998864542,81,76,64,0.275252925431584,0.284427488514063,0.952233718577104
"FBgn0001168",22.4735089636411,4.2679734176958,9.7915783960974,5,1,2,23.2941223675812,69.7839203157151,21.8711520150442,37,113,34,0.966221730856381,0.0744233067933966,0.471842362334827
"FBgn0001169",232.487027854882,400.022988209035,365.569655774349,133,241,192,723.516292188689,720.997583792897,643.192571739599,2955,3002,2571,0.322266083416208,0.555435360465233,0.569037383937
"FBgn0001174",868.91487497896,922.152470825037,1076.35832969438,51,57,58,420.013712187662,269.203643299296,446.220999416944,176,115,183,2.06623881787301,3.4165063784965,2.40900657862435
"FBgn0001179",203.672588655647,288.201888395851,308.846427777209,51,76,71,296.470866098977,310.017986942912,280.631073931954,530,565,491,0.688042467283321,0.929855830006817,1.10018551380474
"FBgn0001180",730.690836810285,592.485968217182,596.175633764992,267,228,200,846.762976735047,897.9098983559,839.728783371386,2209,2388,2144,0.863084207366797,0.66022853825802,0.710307111611277
"FBgn0001185",52.9611203667976,125.723943612107,134.603321181003,12,30,28,105.091740433835,112.182130363066,106.115068427022,170,185,168,0.508626968943459,1.11964621275109,1.26595933860968
"FBgn0001186",403.171167208804,397.280371708807,364.576019961964,159,165,132,398.145397383013,335.153261951567,417.695238181662,1121,962,1151,1.01259132601489,1.1848178101755,0.873131544436981
"FBgn0001189",51.8192660600085,85.2892252101094,142.989919533529,15,26,38,179.038103121469,198.879517846757,219.520370794224,370,419,444,0.29337826351332,0.43170619050755,0.652955185114811
"FBgn0001197",39648.2639249659,25777.3390256472,30512.4662000888,4624,3166,3267,12462.9804083332,12803.5976154595,12581.985100921,10377,10868,10253,3.18110769000064,2.01320961421888,2.42497833028947
"FBgn0001202",403.136147197158,417.20959829133,345.367606569297,89,97,70,267.108418173724,224.047587540305,261.899674298304,421,360,404,1.5073609025409,1.8583162915107,1.31748967545804
"FBgn0001206",569.901578989608,549.642449734413,574.504598696064,255,259,236,513.702886701413,535.52801794498,464.747597171569,1641,1744,1453,1.10918666621117,1.02630697991038,1.23565768710571
"FBgn0001208",4.96223578535243,0,0,1,0,0,2.08517445766924,2.72717762191167,0,3,4,0,1.93254412907876,0.268299528877054,1
"FBgn0001215",4472.76902441044,3382.45840070275,3350.73309991424,1169,931,804,1874.67294141945,2153.7930009475,1882.60709791481,3498,4097,3438,2.38515410955645,1.57020112800393,1.77942263204714
"FBgn0001216",7.72268483150874,0,0,2,0,0,0,0.530535381746061,0,0,1,0,8.72268483150874,0.653366143590345,1
"FBgn0001218",4792.84366575297,5234.15388650115,4914.75714143094,1639,1885,1543,3223.1283516903,2974.39125818825,3272.33216944871,7869,7403,7819,1.48686501988661,1.75948419290877,1.5017593348184
"FBgn0001220",646.517167516656,989.068514645008,829.402316501735,180,290,212,1350.31102405575,1328.4910989531,1431.09559966056,2684,2692,2784,0.479177003657704,0.744697362340095,0.5798511752278
"FBgn0001222",1157.7100715507,1089.03721712772,1284.58947189831,321,318,327,1047.72492672517,951.419492015369,1089.10334854781,2074,1920,2110,1.10487511264654,1.14449276423474,1.17932806427108
"FBgn0001223",187.807565960365,125.882752804038,150.416681282154,34,24,25,0,0,0,0,0,0,188.807565960365,126.882752804038,151.416681282154
"FBgn0001224",1329.69956202973,946.968672111827,1461.28784937912,112,84,113,314.297591190202,407.804063231277,390.800578575975,189,250,230,4.22045584619451,2.3188827053696,3.73222483410795
"FBgn0001225",1246.94598249747,2595.03348086543,2886.21315173084,120,263,255,12908.7679672013,12261.2420784424,14520.6488794954,8869,8588,9764,0.0966668018873784,0.211709527854566,0.198821302986301
"FBgn0001226",2971.04745891018,5544.65188770238,4819.23249441255,462,908,688,3395.88292421336,3300.15438169911,3538.79835509422,3770,3735,3845,0.874933733431052,1.67991291726503,1.36172516365957
"FBgn0001227",12.1120931171614,5.75055852874766,39.5787689928807,2,1,6,3.39307095823847,6.65664243547972,1.73344896490711,4,8,2,2.98472144925679,0.881660412593724,14.8452630774688
"FBgn0001228",69.6689433875227,66.1545998219421,32.5225256826279,14,14,6,0,0,0,0,0,0,70.6689433875227,67.1545998219421,33.5225256826279
"FBgn0001230",98.7887505183452,102.739360106389,66.6121385507702,21,23,13,38.8762131630444,34.2562724706621,47.1279009262396,59,53,70,2.50246306263668,2.94243698600621,1.4048428717968
"FBgn0001233",24227.4372674248,21702.37087123,19982.2463109776,6833,6446,5174,13123.1581614742,11922.2796406511,13676.6242057891,26424,24473,26952,1.8460945814069,1.82025177009477,1.46101735289084
"FBgn0001235",12.4108287527904,28.6201883293243,36.6925733206235,14,34,38,44.5770106735195,166.135772327648,37.5540099936848,359,1364,296,0.294245466181532,0.17722231403136,0.977656366401254
"FBgn0001247",103.761086165947,234.726127466094,272.578295362136,34,81,82,220.571318467844,237.327497776551,233.669071686311,516,566,535,0.472809779218563,0.989084892281726,1.16580465161526
"FBgn0001248",819.258196525831,1146.42605607622,1136.59145527583,190,280,242,1743.64361331152,1581.81063987431,1772.32551055063,2887,2670,2872,0.470158025551646,0.724929455975438,0.641501770829768
"FBgn0001250",3.49197427583443,16.5791348033933,5.70537403632194,2,10,3,4.40207350986902,26.8679851554831,7.7463050026372,18,112,31,0.831527795323049,0.630800350485135,0.766652207337855
"FBgn0001253",16.7546754246813,1.59095113830136,3.64995778334729,10,1,2,0.938727964659525,0,0,4,0,0,9.15789927639454,2.59095113830136,4.64995778334729
"FBgn0001254",141.327845303553,70.0167536088035,113.78123666074,23,12,17,7.74615452805114,65.8522383323724,17.5882146146605,9,78,20,16.2731912461724,1.06229432821271,6.17494681658193
"FBgn0001256",152.965438338759,40.3470361551405,18.5128223116497,18,5,2,3.57096678378174,0,0,3,0,0,33.6833421947068,41.3470361551405,19.5128223116497
"FBgn0001257",11.8055440787631,14.9467085569099,17.1453584963535,3,4,4,7.16558826566877,101.647953320633,24.7804556565611,13,188,44,1.56823288930725,0.155353400053662,0.703841651911827
"FBgn0001259",3.42754039386688,0,0,1,0,0,0.48009405377427,1.88372980742756,1.96216006282431,1,4,4,2.99139124474999,0.34677312604819,0.337591480133095
"FBgn0001276",144.362155240996,287.868055758891,110.071079012526,10,21,7,370.039590998896,360.994663687228,361.562403598489,183,182,175,0.391769931746794,0.797989817906487,0.306350239048858
"FBgn0001280",1134.6085065968,1238.9811480938,1266.75237533836,80,92,82,1029.03359485977,1044.47217544052,1039.24481943663,518,536,512,1.10249657124183,1.18604892336931,1.21870578122652
"FBgn0001291",102.266783785826,182.077672295731,174.050971032943,16,30,25,276.641187412275,323.175530859666,281.745631335163,309,368,308,0.371943315573286,0.56474858484919,0.619111143137133
"FBgn0001296",3.91901743316669,7.44265715483174,0,1,2,0,2.74467511698435,12.9230336154067,6.73054605567741,5,24,12,1.31360325782496,0.606380576822671,0.129356968162112
"FBgn0001297",4.04228861959958,10.2356840984154,4.40300466456941,3,8,3,23.591731811799,34.8048647459403,28.7332129523314,125,188,149,0.205039997109123,0.313803282825956,0.181716139228935
"FBgn0001301",228.071642373343,329.400099596031,296.438426661251,119,181,142,261.473108993378,298.879568153739,246.041649871901,974,1135,897,0.872743281214084,1.10177596169755,1.20400113428437
"FBgn0001308",2230.00313662079,1916.48421736917,1675.70170487004,790,715,545,818.055217000256,782.276560790895,775.660132850095,2069,2017,1920,2.72387391022514,2.44802961476728,2.15886155855211
"FBgn0001311",3.68185535380473,1.74806488867211,4.01040792052051,2,1,2,0.773573755125495,3.28818403413705,1.5808105891163,3,13,6,2.63978610434132,0.640845837491004,1.94140861853645
"FBgn0001316",435.318984501656,444.829775331331,479.043174765287,486,523,491,343.140843212119,362.067916961458,323.942880045106,2735,2942,2527,1.26785004775711,1.22795145068865,1.47731556604241
"FBgn0001319",7.17043636029632,11.3478910616257,0,3,5,0,1.33914642920229,18.3902822557059,4.44692231045231,4,56,13,3.49291359373455,0.636808216548378,0.183589914267927
"FBgn0001320",9.47641416344956,8.99839090773788,5.16102382728836,2,2,1,49.775891399215,87.8868386564705,44.0777333300138,75,135,65,0.206326543458999,0.112484492179766,0.13667554626546
