step	spearmanr
0	0.0024023746985864882
1	0.0007659734007845713
2	-0.041547307201265364
3	-0.07491048261480351
4	0.052708352774242975
5	0.032196228988028826
6	0.04528680965230561
7	0.1156938629992346
8	0.2891037548400345
9	0.5140881919466094
10	0.6423690185288116
11	0.7747697760325085
12	0.8138817270476805
13	0.8278114858463488
