step	pearson
0	0.0061309896
1	0.2618454
2	0.39645907
3	0.43383723
4	0.4686973
5	0.48838407
6	0.51552796
7	0.5081767
8	0.5224352
9	0.54290617
10	0.56105816
11	0.57236326
12	0.5689435
13	0.575716
14	0.6037914
15	0.6059691
16	0.61979043
17	0.6186341
18	0.64746815
19	0.63733745
20	0.6467704
21	0.65726495
22	0.6548481
23	0.65953743
24	0.6786569
25	0.6828656
26	0.69362324
27	0.7010052
