step	pearson
0	-0.0598249
1	-0.04634768
2	-0.08328285
3	0.01236432
4	-0.022376679
5	0.0072032213
6	0.015441172
7	0.13146481
8	0.06702323
9	0.32028908
10	0.16989833
11	0.30024415
12	0.29611242
13	0.37490183
14	0.4625662
15	0.5021114
16	0.52909404
17	0.6047416
18	0.64218044
19	0.68050516
20	0.71147513
21	0.72927153
22	0.79163224
23	0.7973404
24	0.8130952
25	0.83131874
26	0.82763034
27	0.85343915
28	0.84887624
29	0.8696023
30	0.8669207
31	0.87550837
32	0.86759937
33	0.8698447
